,code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev
12730,7204020105,Κυριαμάδι,39,39,32,26,25,25,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Παλαικάστρου,Κυριαμάδι,το,το,,,
12731,7204020106,Λύδια,0,0,2,9,1,1,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Παλαικάστρου,Λύδια,η,η,35.1936,26.23486,
12732,7204020107,Μερτύδια,2,2,3,3,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Παλαικάστρου,Μερτύδια,τα,τα,35.19544,26.2456,
12733,7204020108,Τοπλού,8,8,26,47,30,59,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Παλαικάστρου,Τοπλού,το,το,,,
12734,7204020109,Χιώνα,24,24,8,8,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Παλαικάστρου,Χιώνα,η,η,,,
12735,7204020110,Χοχλακιές,19,19,40,40,46,41,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Παλαικάστρου,Χοχλακιαί,αι,οι,,,
12736,7204020201,Ζάκρος,640,632,753,769,750,765,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Ζάκρος,η,η,,,
12737,7204020202,Άγιος Γεώργιος,4,4,18,20,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Άγιος Γεώργιος,ο,ο,,,
12738,7204020203,Αδραβάστοι,29,28,33,42,45,56,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Αδραβάστοι,οι,οι,,,
12739,7204020204,Αζοκέραμος,14,14,33,35,39,47,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Αζοκέραμος,ο,ο,,,
12740,7204020205,Κάτω Ζάκρος,20,22,15,24,15,16,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Κάτω Ζάκρος,ο,ο,,,
12741,7204020206,Κελλάρια,10,10,17,17,21,25,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Κελλάρια,τα,τα,39.20072,21.39464,
12742,7204020207,Κλησίδι,2,2,3,4,5,5,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Κλησίδιον,το,το,,,
12743,7204020208,Ξεροκαμπιάς,28,26,30,34,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Ξεροκαμπιάς,ο,ο,,,
12744,7204020209,Σφάκα,0,0,10,10,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Ζάκρου,Σφάκα,η,η,35.15433,25.92353,
12745,7204020301,Καρύδι,43,41,40,51,45,67,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Καρυδίου,Καρύδιον,το,το,,,
12746,7204020302,Καμάρα,3,3,7,7,19,19,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Καρυδίου,Καμάρα,η,η,35.04569,25.67868,
12747,7204020303,Λαγκάδα,40,42,64,64,82,101,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Καρυδίου,Λαγκάδα,η,η,35.02747,26.00404,
12748,7204020401,Μητάτο,7,7,7,7,17,12,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Μητάτου,Μητάτον,το,το,,,
12749,7204020402,Άγιος Νικόλαος,0,0,3,0,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Μητάτου,Άγιος Νικόλαος,ο,ο,35.18577,26.22845,
12750,7204020403,Βρυσίδι,21,21,3,3,5,11,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Μητάτου,Βρυσίδιον,το,το,35.14459,26.18796,
12751,7204020404,Κρυοέρι,16,16,4,4,10,20,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Μητάτου,Κρυονέριον,το,το,,,
12752,7204020405,Ξηρολίμνη,4,4,7,7,4,5,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Μητάτου,Ξηρολίμνη,η,η,35.28788,25.61025,
12753,7204020406,Χώνος,0,0,2,2,8,7,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΙΤΑΝΟΥ,Μητάτου,Χώνος,ο,ο,35.1538,26.16209,
12754,7204030101,Ζίρος,393,394,560,567,634,654,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Ζίρος,η,η,35.07442,26.1401,
12755,7204030102,Αγία Ειρήνη,0,0,0,2,5,4,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Αγία Ειρήνη,η,η,35.0245,26.19053,
12756,7204030103,Αγριλιά,0,0,0,0,4,4,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Αγριλιά,η,η,35.07092,26.22065,
12757,7204030104,Καλό Χωριό,9,9,15,17,28,28,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Καλόν Χωρίον,το,το,,,
12758,7204030105,Λαμνώνι,0,0,1,1,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Λαμνώνιον,το,το,35.0784,26.16942,
12759,7204030106,Ξερόκαμπος,54,54,37,65,56,68,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Ξερόκαμπος,ο,ο,,,
12760,7204030107,Χαμαίτουλο,6,6,6,8,21,21,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Ζίρου,Χαμαίτουλον,το,το,35.05601,26.18279,
12761,7204030201,Αγία Τριάς,77,77,98,124,133,156,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Αγίας Τριάδος,Αγία Τριάς,η,η,,,
12762,7204030202,Κουφονήσιον,0,0,0,0,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Αγίας Τριάδος,Κουφονήσιον,το (νησίς),το (νησίς),,,
12763,7204030301,Γούδουρας,285,280,269,290,293,307,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Απιδίων,Γούδουρας,ο,ο,35.01116,26.09871,
12764,7204030302,Έξω Απίδι,20,25,21,19,25,25,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Απιδίων,Έξω Απίδιον,το,το,35.05412,26.11438,
12765,7204030303,Καλός Λάκκος,1,2,0,0,2,2,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Απιδίων,Καλός Λάκκος,ο,ο,,,
12766,7204030304,Μέσα Απίδι,36,36,43,51,55,63,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Απιδίων,Μέσα Απίδιον,το,το,35.05673,26.1196,
12767,7204030401,Αρμένοι,273,272,314,338,332,323,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Αρμένων,Αρμένοι,οι,οι,35.07229,26.08906,
12768,7204030402,Ασπρόλιθος,49,50,47,52,22,22,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Αρμένων,Ασπρόλιθος,ο,ο,,,
12769,7204030403,Ετιά,0,0,4,0,0,2,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Αρμένων,Ετιά,η,η,35.0777,26.07429,
12770,7204030501,Παππαγιαννάδες,55,55,67,79,75,85,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Παππαγιαννάδων,Παππαγιαννάδες,οι,οι,35.09298,26.07173,
12771,7204030502,Βορί,13,13,16,16,26,27,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Παππαγιαννάδων,Βορίον,το,το,,,
12772,7204030503,Σκλάβοι,18,20,16,16,33,38,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Παππαγιαννάδων,Σκλάβοι,οι,οι,35.10223,26.07681,
12773,7204030504,Συκέα,182,188,211,221,198,209,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Παππαγιαννάδων,Συκέα,η,η,,,
12774,7204030601,Χανδράς,226,232,282,309,358,397,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Χανδρά,Χανδράς,ο,ο,35.08129,26.09898,
12775,7204030602,Άγιος Παντελεήμων,0,0,0,0,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Χανδρά,Άγιος Παντελεήμων,ο,ο,35.03103,25.91252,
12776,7204030603,Κατελιώνας,0,0,2,2,0,0,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,Χανδρά,Κατελιώνας,ο,ο,35.10468,26.12884,
12777,7301010101,Ρέθυμνο,32468,36305,28959,27868,24893,23420,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Ρέθυμνον,το,το,,,
12778,7301010102,Αγία Ειρήνη,75,70,53,49,67,63,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Αγία Ειρήνη,η,η,35.34038,24.48991,
12779,7301010103,Ανώγεια,131,126,90,89,16,15,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Ανώγεια,τα,τα,,,
12780,7301010104,Γάλλος,922,911,452,430,205,205,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Γάλλος,ο,ο,35.34692,24.45196,
12781,7301010105,Γιαννούδι,116,111,85,96,27,23,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Γιαννούδιον,το,το,35.34937,24.52938,
12782,7301010106,Μεγάλο Μετόχι,46,42,29,29,26,28,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Μεγάλο Μετόχι,το,το,35.33265,24.47688,
12783,7301010107,Μικρό Μετόχι,149,141,183,188,90,91,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Μικρό Μετόχι,το,το,35.34156,24.47741,
12784,7301010108,Ξηρό Χωριό,221,215,131,131,114,114,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Ξηρόν Χωρίον,το,το,35.35049,24.51248,
12785,7301010109,Τρία Μοναστήρια,172,165,145,107,107,105,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρεθύμνης,Τρία Μοναστήρια,τα,τα,35.34773,24.46912,
12786,7301010201,Αρμένοι,379,364,320,313,296,310,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Αρμένων,Αρμένοι,οι,οι,35.3042,24.46016,
12787,7301010202,Άγιος Γεώργιος,87,87,78,78,63,63,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Αρμένων,Άγιος Γεώργιος,ο,ο,,,
12788,7301010203,Σωματάς,161,161,122,124,108,110,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Αρμένων,Σωματάς,ο,ο,35.32489,24.45828,
12789,7301010204,Φωτεινός,79,80,71,73,45,49,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Αρμένων,Φωτεινός,ο,ο,35.27404,24.46007,
12790,7301010301,Γουλεδιανά,73,70,105,103,116,118,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Γουλεδιανών,Γουλεδιανά,τα,τα,35.28358,24.49839,
12791,7301010302,Γενή,33,33,33,32,41,43,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Γουλεδιανών,Γενή,η,η,35.26934,24.51711,
12792,7301010401,Καρέ,81,77,78,79,71,76,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Καρές,Καρέ,η,η,35.28732,24.48715,
12793,7301010402,Αμπελάκι,111,110,116,111,103,108,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Καρές,Αμπελάκιον,το,το,35.28021,24.48287,
12794,7301010501,Κάστελλος,108,106,86,97,89,108,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Καστέλλου,Κάστελλος,ο,ο,35.30889,24.44733,
12795,7301010601,Κούμοι,172,162,181,173,212,208,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Κούμων,Κούμοι,οι,οι,35.27309,24.44072,
12796,7301010701,Μαρουλάς,486,465,205,192,176,188,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Μαρουλά,Μαρουλάς,ο,ο,35.34693,24.55064,
12797,7301010702,Δίλοφο,61,61,26,26,0,0,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Μαρουλά,Δίλοφο,το,το,,,
12798,7301010801,Όρος,54,53,82,81,91,114,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Όρους,Όρος,το,το,35.29192,24.49549,
12799,7301010901,Πρασιές,133,144,110,115,201,196,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Πρασιών,Πρασιαί,αι,οι,35.32006,24.53119,
12800,7301011001,Ρουσσοσπίτι,569,561,379,374,252,257,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Ρουσσοσπιτίου,Ρουσσοσπίτιον,το,το,35.33383,24.49468,
12801,7301011101,Σελλί,110,107,145,159,120,146,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Σελλίου,Σελλίον,το,το,,,
12802,7301011102,Μύρθιος,74,72,88,88,82,86,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Σελλίου,Μύρθιος,η,η,,,
12803,7301011201,Χρομοαστήρι,298,286,228,358,229,237,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Χρομοναστηρίου,Χρομοναστήριον,το,το,,,
12804,7301011202,Καπεδιανά,25,22,31,28,20,19,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Χρομοναστηρίου,Καπεδιανά,τα,τα,35.32388,24.49884,
12805,7301011203,Μύλοι,27,24,37,39,31,31,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Χρομοναστηρίου,Μύλοι,οι,οι,35.33826,24.50354,
12806,7301011204,Πρινέδες,41,36,46,57,27,29,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,Χρομοναστηρίου,Πρινέδες,οι,οι,35.33085,24.51063,
12807,7301020101,Άδελε,489,476,477,435,361,350,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Άδελε,Άδελε,το,το,35.35742,24.56032,
12808,7301020102,Αγία Παρασκευή,246,249,180,180,161,155,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Άδελε,Αγία Παρασκευή,η,η,,,
12809,7301020103,Αδελιανός Κάμπος,680,2999,450,444,229,566,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Άδελε,Αδελιανός Κάμπος,ο,ο,35.3721,24.5414,
12810,7301020201,Αμνάτος,156,155,149,147,199,196,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Αμνάτου,Αμνάτος,η,η,35.33308,24.61688,
12811,7301020202,Καψαλιανά,1,7,2,2,4,4,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Αμνάτου,Καψαλιανά,τα,τα,35.33945,24.62007,
12812,7301020203,Μονή Αρκαδίου,6,6,10,9,14,13,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Αμνάτου,Μονή Αρκαδίου,η,η,,,
12813,7301020204,Πίκρης,55,54,64,64,78,77,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Αμνάτου,Πίκρης,ο,ο,35.34457,24.62598,
12814,7301020301,Αρχαία Ελεύθερνα,115,114,83,100,99,103,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Αρχαίας Ελεύθερνας,Αρχαία Ελεύθερνα,η,η,35.32403,24.67632,
12815,7301020401,Ελεύθερνα,189,194,225,237,238,246,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Ελευθέρνης,Ελεύθερνα,η,η,,,
12816,7301020501,Έρφοι,141,143,128,130,140,134,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Έρφων,Έρφοι,οι,οι,35.3587,24.63428,
12817,7301020502,Άγιος Νικόλαος,136,135,91,90,102,100,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Έρφων,Άγιος Νικόλαος,ο,ο,35.37585,24.6151,
12818,7301020503,Άνω Βιρανεπισκοπή,94,94,55,55,57,58,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Έρφων,Άνω Βιρανεπισκοπή,η,η,35.36527,24.61374,
12819,7301020504,Βιρανεπισκοπή,122,121,109,114,89,96,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Έρφων,Βιρανεπισκοπή,η,η,,,
12820,7301020505,Μαγνησία,169,168,124,123,79,81,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Έρφων,Μαγνησία,η,η,35.37792,24.60637,
12821,7301020601,Κυριάννα,348,347,318,331,338,361,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Κυριάννας,Κυριάννα,η,η,35.34376,24.60167,
12822,7301020701,Μέση,48,48,71,81,86,82,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Μέσης,Μέση,η,η,35.34373,24.58241,
12823,7301020702,Αγία Τριάς,62,61,26,37,39,46,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Μέσης,Αγία Τριάς,η,η,,,
12824,7301020703,Λούτρα,278,276,250,244,168,167,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Μέσης,Λούτρα,η,η,35.35455,24.58676,
12825,7301020801,Παγκαλοχώρι,177,177,73,71,63,55,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Παγκαλοχωρίου,Παγκαλοχώριον,το,το,35.36988,24.59187,
12826,7301020802,Σφακάκι,792,826,361,341,143,146,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Παγκαλοχωρίου,Σφακάκι,το,το,35.38132,24.58257,
12827,7301020901,Πηγή,401,855,345,336,315,311,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Πηγής,Πηγή,η,η,35.35973,24.57238,
12828,7301020902,Άγιος Δημήτριος,177,182,111,116,68,75,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Πηγής,Άγιος Δημήτριος,ο,ο,35.35323,24.57539,
12829,7301020903,Πηγιανός Κάμπος,279,276,151,200,48,50,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Πηγής,Πηγιανός Κάμπος,ο,ο,35.37892,24.56953,
12830,7301021001,Πρίνος,310,311,229,243,160,169,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Πρίνου,Πρίνος,ο,ο,35.38296,24.62062,
12831,7301021002,Σκαλέτα,350,1285,293,283,47,47,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Πρίνου,Σκαλέτα,η,η,35.38957,24.60938,
12832,7301021101,Σκουλούφια,123,119,120,132,190,194,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Σκουλουφίων,Σκουλούφια,τα,τα,35.34798,24.63878,
12833,7301021102,Ρούπες,37,37,46,72,52,80,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Σκουλουφίων,Ρούπαι,αι,οι,35.34267,24.63553,
12834,7301021201,Χαμαλεύρι,111,111,122,122,101,93,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Χαμαλευρίου,Χαμαλεύριον,το,το,35.37269,24.59685,
12835,7301021202,Αστέρι,88,87,113,109,102,103,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Χαμαλευρίου,Αστέριον,το,το,35.36827,24.59702,
12836,7301021203,Σταυρωμένος,678,671,628,634,396,404,ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,ΡΕΘΥΜΝΗΣ,ΑΡΚΑΔΙΟΥ,Χαμαλευρίου,Σταυρωμένος,ο,ο,,,
