,code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev
1230,0902020301,Ειδομένη,154,156,214,235,265,334,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Ειδομένης,Ειδομένη,η,η,41.12209,22.51102,
1231,0902020302,Δογάνης,38,38,43,49,42,59,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Ειδομένης,Δογάνης,ο,ο,41.09403,22.52267,
1232,0902020303,Χαμηλό,117,117,128,154,133,140,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Ειδομένης,Χαμηλόν,το,το,41.10483,22.48142,
1233,0902020401,Πλάγια,224,221,257,304,333,327,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Πλαγιών,Πλάγια,τα,τα,41.08064,22.49737,
1234,0902020501,Ρύζια,389,385,595,592,637,677,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Ρυζιών,Ρύζια,τα,τα,40.93012,22.56995,
1235,0902020502,Βαλτοτόπι,215,220,315,346,346,401,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Ρυζιών,Βαλτοτόπιον,το,το,40.94098,22.57128,
1236,0902020503,Καμποχώρι,176,185,160,171,194,204,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Ρυζιών,Καμποχώριον,το,το,40.94565,22.56176,
1237,0902020601,Σκρα,187,184,200,219,169,246,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Σκρα,Σκρα,το,το,,,
1238,0902020602,Κούπα,47,47,63,68,71,104,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Σκρα,Κούπα,η,η,41.06965,22.35777,
1239,0902020701,Φανός,151,149,155,169,164,216,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΑΞΙΟΥΠΟΛΗΣ,Φανού,Φανός,ο,ο,41.07916,22.47618,
1240,0902030101,Γουμένισσα,3609,3630,4030,4073,4100,4163,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Γουμένισσας,Γουμένισσα,η,η,40.94604,22.44974,
1241,0902030201,Γρίβα,770,765,782,813,768,779,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Γρίβας,Γρίβα,η,η,40.95433,22.41037,
1242,0902030301,Κάρπη,369,371,372,400,390,391,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Κάρπης,Κάρπη,η,η,40.98437,22.42017,
1243,0902030401,Καστανερή,180,179,232,237,333,344,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Καστανερής,Καστανερή,η,η,40.97846,22.38819,
1244,0902030501,Πεντάλοφο,203,205,190,191,217,231,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Πενταλόφου,Πεντάλοφον,το,το,40.92897,22.41134,
1245,0902030502,Ομαλό,121,120,123,122,115,145,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Πενταλόφου,Ομαλόν,το,το,40.90935,22.39804,
1246,0902030601,Στάθης,398,392,411,418,436,465,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Στάθης,Στάθης,ο,ο,40.9499,22.49949,
1247,0902030701,Φιλυριά,246,270,263,279,263,304,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Φιλυρίας,Φιλυριά,η,η,40.90002,22.47738,
1248,0902030702,Γερακών,234,243,274,286,309,350,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΓΟΥΜΕΝΙΣΣΑΣ,Φιλυρίας,Γερακών,ο,ο,40.8995,22.45766,
1249,0902040101,Ευρωπός,1734,1726,2398,2425,2289,2314,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΕΥΡΩΠΟΥ,Ευρωπού,Ευρωπός,ο,ο,40.89703,22.55277,
1250,0902040201,Άγιος Πέτρος,1505,1510,1768,1813,1796,1917,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΕΥΡΩΠΟΥ,Αγίου Πέτρου,Άγιος Πέτρος,ο,ο,40.86725,22.58298,
1251,0902040301,Μεσιά,226,224,318,316,307,363,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΕΥΡΩΠΟΥ,Μεσιάς,Μεσιά,η,η,40.88268,22.57495,
1252,0902040401,Πολύπετρο,425,425,557,552,489,538,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΕΥΡΩΠΟΥ,Πολυπέτρου,Πολύπετρον,το,το,40.87684,22.51249,
1253,0902040501,Τούμπα,628,620,930,936,772,784,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΕΥΡΩΠΟΥ,Τούμπας,Τούμπα,η,η,40.93526,22.5438,
1254,0902050101,Λιβάδια,404,404,407,402,218,257,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,ΛΙΒΑΔΙΩΝ,Λιβαδίων,Λιβάδια,τα,τα,41.00578,22.29195,
1255,1001010101,Έδεσσα,18229,18302,18493,18253,17352,17128,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Εδέσσης,Έδεσσα,η,η,,,
1256,1001010102,Εκκλησιοχώρι,683,679,415,415,364,371,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Εδέσσης,Εκκλησιοχώριον,το,το,40.81399,22.06559,
1257,1001010103,Καισαριανά,81,81,111,116,91,99,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Εδέσσης,Καισαριανά,τα,τα,,,
1258,1001010104,Προάστι,43,48,47,48,45,61,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Εδέσσης,Προάστιον,το,το,40.77307,22.06236,
1259,1001010201,Άγρας,796,787,851,883,972,1005,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Άγρα,Άγρας,ο,ο,40.8055,22.00363,
1260,1001010301,Βρυτά,451,449,505,506,529,526,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Βρυτών,Βρυτά,τα,τα,40.79987,21.91513,
1261,1001010401,Καρυδιά,387,382,424,438,486,498,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Καρυδιάς,Καρυδιά,η,η,40.84722,21.95609,
1262,1001010402,Κερασέες,473,470,411,455,449,451,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Καρυδιάς,Κερασέαι,αι,οι,,,
1263,1001010501,Μεσημέρι,765,767,957,930,1005,1014,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Μεσημερίου,Μεσημέριον,το,το,40.79339,22.0254,
1264,1001010601,Νησί,382,375,405,415,433,587,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Νησίου,Νησίον,το,το,40.82279,21.93235,
1265,1001010701,Πλατάνη,401,399,458,465,461,466,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Πλατάνης,Πλατάνη,η,η,40.76128,22.04872,
1266,1001010801,Ριζάρι,1132,1130,1122,1129,1189,1212,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Ριζαρίου,Ριζάριον,το,το,40.78373,22.088,
1267,1001010901,Σωτήρα,205,205,224,226,255,250,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Σωτήρας,Σωτήρα,η,η,,,
1268,1001010902,Λύκοι,65,65,64,64,73,75,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Σωτήρας,Λύκοι,οι,οι,40.83974,21.99573,
1269,1001010903,Μαργαρίτα,157,156,208,209,228,228,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Σωτήρας,Μαργαρίτα,η,η,40.88157,22.03065,
1270,1001010904,Παλαιά Σωτήρα,0,0,3,2,0,0,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Σωτήρας,Παλαιά Σωτήρα,η,η,40.83913,22.06196,
1271,1001010905,Σαμάρι,85,84,90,91,117,117,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Σωτήρας,Σαμάριον,το,το,40.81871,22.09382,
1272,1001011001,Φλαμουριά,583,579,642,675,647,661,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Φλαμουριάς,Φλαμουριά,η,η,40.75258,22.01691,
1273,1001011002,Αγία Φωτεινή,261,261,299,299,290,302,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,Φλαμουριάς,Αγία Φωτεινή,η,η,40.714,22.00022,
1274,1001020101,Άρνισσα,1411,1401,1519,1550,1506,1530,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αρνίσσης,Άρνισσα,η,η,40.79555,21.83577,
1275,1001020102,Άγιος Δημήτριος,22,18,22,63,18,29,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αρνίσσης,Άγιος Δημήτριος,ο,ο,40.76102,21.90657,
1276,1001020103,Δροσιά,33,33,50,68,100,100,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αρνίσσης,Δροσιά,η,η,40.79642,21.8708,
1277,1001020104,Νέα Ξανθόγεια,90,90,102,114,143,150,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αρνίσσης,Νέα Ξανθόγεια,τα,τα,40.82032,21.84811,
1278,1001020105,Ξανθόγεια,1,0,3,2,2,4,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αρνίσσης,Ξανθόγεια,τα,τα,,,
1279,1001020201,Άγιος Αθανάσιος,67,65,43,184,104,94,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αγίου Αθανασίου,Άγιος Αθανάσιος,ο,ο,,,
1280,1001020202,Νέος Άγιος Αθανάσιος,451,447,423,460,324,342,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Αγίου Αθανασίου,Νέος Άγιος Αθανάσιος,ο,ο,40.83336,21.79484,
1281,1001020301,Κάτω Γραμματικό,183,178,225,230,270,286,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Γραμματικού,Κάτω Γραμματικόν,το,το,40.707,21.8933,
1282,1001020302,Άνω Γραμματικό,11,10,80,78,68,103,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Γραμματικού,Άνω Γραμματικόν,το,το,40.69452,21.93763,
1283,1001020401,Παναγίτσα,682,678,678,730,710,702,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Παναγίτσας,Παναγίτσα,η,η,40.85146,21.84884,
1284,1001020402,Ζέρβη,303,300,345,349,342,334,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Παναγίτσας,Ζέρβη,η,η,40.85728,21.81871,
1285,1001020501,Περαία,381,377,349,352,366,399,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,ΒΕΓΟΡΙΤΙΔΑΣ,Περαίας,Περαία,η,η,40.73736,21.823,
1286,1002010101,Αριδαία,6561,6540,5725,5600,4679,4455,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Αριδαίας,Αριδαία,η,η,,,
1287,1002010102,Υδραία,496,493,445,462,469,484,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Αριδαίας,Υδραία,η,η,40.96103,22.08213,
1288,1002010201,Άλωρος,417,417,446,464,543,583,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Αλώρου,Άλωρος,η,η,40.92624,22.08968,120.0
1289,1002010301,Άψαλος,1121,1114,1134,1178,1223,1254,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Αψάλου,Άψαλος,η,η,40.8924,22.05709,
1290,1002010401,Βορεινό,766,773,849,871,881,875,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Βορεινού,Βορεινόν,το,το,41.02828,22.07924,
1291,1002010402,Νεοχώρι,395,405,464,469,455,489,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Βορεινού,Νεοχώριον,το,το,41.02777,22.09724,
1292,1002010501,Γαρέφειο,663,668,729,736,726,723,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Γαρεφείου,Γαρέφειον,το,το,41.02778,22.04621,
1293,1002010601,Δωροθέα,564,563,605,633,595,595,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Δωροθέας,Δωροθέα,η,η,40.99455,22.05749,
1294,1002010602,Αγάθη,32,31,39,58,55,63,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Δωροθέας,Αγάθη,η,η,41.00858,22.06347,
1295,1002010701,Λουτράκι,1146,1162,1137,1163,1116,1127,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Λουτρακίου,Λουτράκιον,το,το,40.97116,21.94659,
1296,1002010702,Λουτρά Λουτρακίου,0,1,2,24,3,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Λουτρακίου,Λουτρά Λουτρακίου,τα,τα,40.97063,21.91549,
1297,1002010801,Λυκόστομο,403,403,385,395,361,368,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Λυκοστόμου,Λυκόστομον,το,το,40.98927,21.98416,200.0
1298,1002010901,Μεγαπλάτανος,378,374,302,310,330,351,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Μεγαπλατάνου,Μεγαπλάτανος,ο,ο,40.94147,21.97284,
1299,1002010902,Μοαστηράκι,164,164,152,169,136,155,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Μεγαπλατάνου,Μοναστηράκιον,το,το,,,
1300,1002011001,Ξιφιανή,767,767,844,850,866,879,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Ξιφιανής,Ξιφιανή,η,η,40.93011,22.08052,
1301,1002011101,Όρμα,641,638,650,649,681,712,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Όρμης,Όρμα,η,η,40.95133,21.92612,310.0
1302,1002011201,Πιπεριές,558,554,578,589,609,627,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Πιπεριών,Πιπεριαί,αι,οι,40.97023,22.01682,162.0
1303,1002011301,Πολυκάρπι,1049,1044,1042,1071,1073,1141,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Πολυκαρπίου,Πολυκάρπιον,το,το,40.92598,22.01634,160.0
1304,1002011401,Πρόμαχοι,1740,1745,1796,1825,1834,1862,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Προμάχων,Πρόμαχοι,οι,οι,41.02517,22.00437,290.0
1305,1002011501,Σαρακηνοί,351,351,357,375,326,335,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Σαρακηνών,Σαρακηνοί,οι,οι,40.91555,21.95281,635.0
1306,1002011502,Κάτω Κορυφή,62,62,97,96,110,114,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Σαρακηνών,Κάτω Κορυφή,η,η,40.91656,21.92716,
1307,1002011601,Σωσάνδρα,1078,1085,1203,1206,1185,1174,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Σωσάνδρας,Σωσάνδρα,η,η,40.99894,22.03254,170.0
1308,1002011701,Τσάκοι,961,957,989,1020,1032,1062,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΑΡΙΔΑΙΑΣ,Τσάκων,Τσάκοι,οι,οι,40.95495,22.03763,148.0
1309,1002020101,Εξαπλάτανος,1292,1288,1726,1768,2008,2069,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Εξαπλατάνου,Εξαπλάτανος,ο,ο,40.97643,22.12958,125.0
1310,1002020201,Αρχάγγελος,623,612,671,686,650,666,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Αρχαγγέλου,Αρχάγγελος,ο,ο,41.08213,22.27914,820.0
1311,1002020301,Θεοδωράκειο,583,577,741,772,726,745,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Θεοδωρακείου,Θεοδωράκειον,το,το,40.94959,22.19168,420.0
1312,1002020401,Θηριόπετρα,334,331,371,401,349,361,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Θηριοπέτρας,Θηριόπετρα,η,η,41.05793,22.1599,285.0
1313,1002020501,Ίδα,639,624,738,735,672,671,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Ίδας,Ίδα,η,η,41.00991,22.1765,190.0
1314,1002020601,Κωνσταντία,570,568,728,759,690,724,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Κωνσταντίας,Κωνσταντία,η,η,40.99865,22.17355,180.0
1315,1002020701,Μηλέα,558,556,672,677,714,769,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Μηλέας,Μηλέα,η,η,,,
1316,1002020702,Ριζοχώρι,443,444,525,537,521,526,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,ΕΞΑΠΛΑΤΑΝΟΥ,Μηλέας,Ριζοχώριον,το,το,41.0073,22.13107,
