asciiName,adminId2,adminId3,adminId1,lat,adminCode2,adminCode3,adminCode1,lng,toponymName,population,adminName3,adminName2,name,adminName1,elevation,greek_name,nomos
Machalas,257149.0,8133971.0,6697807.0,37.11604,40.0,9254.0,ESYE25,22.24745,Machalás,0,Kalamata,ΜΕΣΣΗΝΙΑΣ,Machalás,Peloponnese,,Μαχαλάς,ΜΕΣΣΗΝΙΑΣ
Pellana,258657.0,8133718.0,6697807.0,37.20611,42.0,9252.0,ESYE25,22.3214,Pellána,0,Sparti,ΛΑΚΩΝΙΑΣ,Pellána,Peloponnese,,Πελλάνα,ΛΑΚΩΝΙΑΣ
Peleki,264644.0,8133801.0,6697807.0,37.77945,41.0,9238.0,ESYE25,21.86318,Peléki,0,Gortynia,ΑΡΚΑΔΙΑΣ,Peléki,Peloponnese,,Πελέκι,ΑΡΚΑΔΙΑΣ
Pelagos,264644.0,8133668.0,6697807.0,37.52508,41.0,9241.0,ESYE25,22.41987,Pélagos,0,Tripoli,ΑΡΚΑΔΙΑΣ,Pélagos,Peloponnese,,Πέλαγος,ΑΡΚΑΔΙΑΣ
Pedino,257149.0,8133724.0,6697807.0,36.91309,40.0,9253.0,ESYE25,22.26145,Pedinó,0,West Mani,ΜΕΣΣΗΝΙΑΣ,Pedinó,Peloponnese,,Πεδινό,ΜΕΣΣΗΝΙΑΣ
Pavlia,264644.0,8133801.0,6697807.0,37.48948,41.0,9238.0,ESYE25,22.14061,Pávlia,55,Gortynia,ΑΡΚΑΔΙΑΣ,Pavlia,Peloponnese,,Παύλια,ΑΡΚΑΔΙΑΣ
Inachos,264673.0,8133979.0,6697807.0,37.66419,36.0,9233.0,ESYE25,22.74985,Ínachos,622,Argos-Mykines,ΑΡΓΟΛΙΔΑΣ,Inachos,Peloponnese,,Ίναχος,ΑΡΓΟΛΙΔΑΣ
Agios Konstantinos,258657.0,8133723.0,6697807.0,36.53487,42.0,9251.0,ESYE25,23.07097,Ágios Konstantínos,0,Monemvasia,ΛΑΚΩΝΙΑΣ,Ágios Konstantínos,Peloponnese,,Άγιος Κωνσταντίνος,ΛΑΚΩΝΙΑΣ
Partheni,264644.0,8133668.0,6697807.0,37.47417,41.0,9241.0,ESYE25,22.51597,Parthéni,0,Tripoli,ΑΡΚΑΔΙΑΣ,Parthéni,Peloponnese,,Παρθένι,ΑΡΚΑΔΙΑΣ
Parori,264644.0,8133668.0,6697807.0,37.53895,41.0,9241.0,ESYE25,22.43872,Paróri,0,Tripoli,ΑΡΚΑΔΙΑΣ,Paróri,Peloponnese,,Παρόρι,ΑΡΚΑΔΙΑΣ
Parasyros,258657.0,8133713.0,6697807.0,36.66699,42.0,9248.0,ESYE25,22.48241,Parasyrós,0,East Mani,ΛΑΚΩΝΙΑΣ,Parasyrós,Peloponnese,,Παρασυρός,ΛΑΚΩΝΙΑΣ
Parapougki,257149.0,8133987.0,6697807.0,37.3053,40.0,9256.0,ESYE25,21.98745,Parapoúgki,0,Oichalia,ΜΕΣΣΗΝΙΑΣ,Parapoúgki,Peloponnese,,Παραπούγκι,ΜΕΣΣΗΝΙΑΣ
Paralia Tyrou,264644.0,8133803.0,6697807.0,37.2482,41.0,9240.0,ESYE25,22.85796,Paralía Tyroú,831,South Kynouria,ΑΡΚΑΔΙΑΣ,Paralía Tyroú,Peloponnese,,Παραλία Τυρού,ΑΡΚΑΔΙΑΣ
Paradeisi,258657.0,8133723.0,6697807.0,36.51158,42.0,9251.0,ESYE25,23.08765,Paradeísi,0,Monemvasia,ΛΑΚΩΝΙΑΣ,Paradeísi,Peloponnese,,Παραδείσι,ΛΑΚΩΝΙΑΣ
Paradeisia,264644.0,8133802.0,6697807.0,37.31616,41.0,9239.0,ESYE25,22.07926,Paradeísia,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Paradeísia,Peloponnese,,Παραδείσια,ΑΡΚΑΔΙΑΣ
Papaflessa,257149.0,8133988.0,6697807.0,37.09316,40.0,9257.0,ESYE25,21.78911,Papafléssa,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Papafléssa,Peloponnese,,Παπαφλέσσα,ΜΕΣΣΗΝΙΑΣ
Pappadas,264644.0,8133801.0,6697807.0,37.62165,41.0,9238.0,ESYE25,21.92916,Pappadás,0,Gortynia,ΑΡΚΑΔΙΑΣ,Pappadás,Peloponnese,,Παππαδάς,ΑΡΚΑΔΙΑΣ
Paparis,264644.0,8133668.0,6697807.0,37.3655,41.0,9241.0,ESYE25,22.25997,Páparis,0,Tripoli,ΑΡΚΑΔΙΑΣ,Páparis,Peloponnese,,Πάπαρης,ΑΡΚΑΔΙΑΣ
Paos,265491.0,8133670.0,6697810.0,37.85644,38.0,9133.0,ESYE23,21.98133,Páos,0,Kalavryta,ΑΧΑΪΑΣ,Páos,West Greece,,Πάος,ΑΧΑΪΑΣ
Panorama,259290.0,8133675.0,6697807.0,37.91465,37.0,9247.0,ESYE25,22.28984,Panórama,67,Sikyona,ΚΟΡΙΝΘΙΑΣ,Panorama,Peloponnese,,Πανόραμα,ΚΟΡΙΝΘΙΑΣ
Myrsini,258657.0,8133713.0,6697807.0,36.74974,42.0,9248.0,ESYE25,22.44907,Myrsíni,0,East Mani,ΛΑΚΩΝΙΑΣ,Myrsíni,Peloponnese,,Μυρσίνη,ΛΑΚΩΝΙΑΣ
Pagkrati,265491.0,8133670.0,6697810.0,37.81403,38.0,9133.0,ESYE23,22.17658,Pagkráti,0,Kalavryta,ΑΧΑΪΑΣ,Pagkráti,West Greece,,Παγκράτι,ΑΧΑΪΑΣ
Panagitsa,264644.0,8133668.0,6697807.0,37.77101,41.0,9241.0,ESYE25,22.22235,Panagítsa,43,Tripoli,ΑΡΚΑΔΙΑΣ,Panagitsa,Peloponnese,,Παναγίτσα,ΑΡΚΑΔΙΑΣ
Panayitsa,258657.0,8133723.0,6697807.0,36.63228,42.0,9251.0,ESYE25,22.99001,Panayítsa,7,Monemvasia,ΛΑΚΩΝΙΑΣ,Panagitsa,Peloponnese,,Παναγίτσα,ΛΑΚΩΝΙΑΣ
Panagia,264644.0,8133801.0,6697807.0,37.55888,41.0,9238.0,ESYE25,21.99031,Panagía,0,Gortynia,ΑΡΚΑΔΙΑΣ,Panagía,Peloponnese,,Παναγία,ΑΡΚΑΔΙΑΣ
Paloumpa,264644.0,8133801.0,6697807.0,37.61994,41.0,9238.0,ESYE25,21.94744,Paloúmpa,0,Gortynia,ΑΡΚΑΔΙΑΣ,Paloúmpa,Peloponnese,,Παλούμπα,ΑΡΚΑΔΙΑΣ
Pallantio,264644.0,8133668.0,6697807.0,37.4583,41.0,9241.0,ESYE25,22.36042,Pallántio,0,Tripoli,ΑΡΚΑΔΙΑΣ,Pallántio,Peloponnese,,Παλλάντιο,ΑΡΚΑΔΙΑΣ
Palamarion,264644.0,8133801.0,6697807.0,37.49022,41.0,9238.0,ESYE25,22.12247,Palamárion,15,Gortynia,ΑΡΚΑΔΙΑΣ,Palamari,Peloponnese,,Παλαμάρι,ΑΡΚΑΔΙΑΣ
Palaiopyrgos,264644.0,8133668.0,6697807.0,37.71239,41.0,9241.0,ESYE25,22.34553,Palaiópyrgos,164,Tripoli,ΑΡΚΑΔΙΑΣ,Palaiopyrgos,Peloponnese,,Παλαιόπυργος,ΑΡΚΑΔΙΑΣ
Palaio Loutro,257149.0,8133988.0,6697807.0,37.11179,40.0,9257.0,ESYE25,21.77336,Palaió Loutró,13,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Palaio Loutro,Peloponnese,,Παλαιό Λουτρό,ΜΕΣΣΗΝΙΑΣ
Palaionero,257149.0,8133988.0,6697807.0,36.89028,40.0,9257.0,ESYE25,21.70867,Palaiónero,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Palaiónero,Peloponnese,,Παλαιόνερο,ΜΕΣΣΗΝΙΑΣ
Palaiomoiri,264644.0,8133802.0,6697807.0,37.48344,41.0,9239.0,ESYE25,22.15022,Palaiomoíri,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Palaiomoíri,Peloponnese,,Παλαιομοίρι,ΑΡΚΑΔΙΑΣ
Palaiochouni,264644.0,8133668.0,6697807.0,37.39991,41.0,9241.0,ESYE25,22.21121,Palaiochoúni,0,Tripoli,ΑΡΚΑΔΙΑΣ,Palaiochoúni,Peloponnese,,Παλαιοχούνη,ΑΡΚΑΔΙΑΣ
Paliochori,264644.0,8133801.0,6697807.0,37.58385,41.0,9238.0,ESYE25,22.04072,Paliochóri,0,Gortynia,ΑΡΚΑΔΙΑΣ,Paliochóri,Peloponnese,,Παλαιοχώρι,ΑΡΚΑΔΙΑΣ
Palaiochori,261797.0,8133711.0,6697810.0,37.53739,39.0,9138.0,ESYE23,21.74908,Palaiochóri,0,Zacharo,ΗΛΕΙΑΣ,Palaiochóri,West Greece,,Παλαιοχώρι,ΗΛΕΙΑΣ
Palaiochori,264644.0,8133803.0,6697807.0,37.15783,41.0,9240.0,ESYE25,22.71422,Palaiochóri,0,South Kynouria,ΑΡΚΑΔΙΑΣ,Palaiochóri,Peloponnese,,Παλαιοχώρι,ΑΡΚΑΔΙΑΣ
Palaia Vrysi,257149.0,8133760.0,6697807.0,37.163,40.0,9258.0,ESYE25,21.75645,Palaiá Vrýsi,0,Trifylia,ΜΕΣΣΗΝΙΑΣ,Palaiá Vrýsi,Peloponnese,,Παλαιά Βρύση,ΜΕΣΣΗΝΙΑΣ
Oreino Korakovouni,264644.0,8133800.0,6697807.0,37.30095,41.0,9237.0,ESYE25,22.75874,Oreinó Korakovoúni,0,North Kynouria,ΑΡΚΑΔΙΑΣ,Oreinó Korakovoúni,Peloponnese,,Ορεινό Κορακοβούνι,ΑΡΚΑΔΙΑΣ
Oreini,261797.0,8133692.0,6697810.0,37.87053,39.0,9137.0,ESYE23,21.85336,Oreiní,0,Olympia,ΗΛΕΙΑΣ,Oreiní,West Greece,,Ορεινή,ΗΛΕΙΑΣ
Oresteio,264644.0,8133802.0,6697807.0,37.41724,41.0,9239.0,ESYE25,22.11707,Orésteio,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Orésteio,Peloponnese,,Ορέστειο,ΑΡΚΑΔΙΑΣ
Omales,258657.0,8133713.0,6697807.0,36.65673,42.0,9248.0,ESYE25,22.37628,Omalés,21,East Mani,ΛΑΚΩΝΙΑΣ,Omales,Peloponnese,,Ομαλές,ΛΑΚΩΝΙΑΣ
Olympies,258657.0,8133713.0,6697807.0,36.51891,42.0,9248.0,ESYE25,22.46424,Olympiés,13,East Mani,ΛΑΚΩΝΙΑΣ,Olympiés,Peloponnese,,Ολυμπιές,ΛΑΚΩΝΙΑΣ
Oleni,261797.0,8133887.0,6697810.0,37.74256,39.0,9141.0,ESYE23,21.55758,Oléni,0,Pyrgos,ΗΛΕΙΑΣ,Oléni,West Greece,,Ωλένη,ΗΛΕΙΑΣ
Ochthia,264644.0,8133801.0,6697807.0,37.65608,41.0,9238.0,ESYE25,21.89917,Óchthia,0,Gortynia,ΑΡΚΑΔΙΑΣ,Óchthia,Peloponnese,,Όχθια,ΑΡΚΑΔΙΑΣ
Oichalia,257149.0,8133987.0,6697807.0,37.25417,40.0,9256.0,ESYE25,21.99847,Oichalía,0,Oichalia,ΜΕΣΣΗΝΙΑΣ,Oichalía,Peloponnese,,Οιχαλία,ΜΕΣΣΗΝΙΑΣ
Nymfasia,264644.0,8133801.0,6697807.0,37.69166,41.0,9238.0,ESYE25,22.1845,Nymfasía,0,Gortynia,ΑΡΚΑΔΙΑΣ,Nymfasía,Peloponnese,,Νυμφασία,ΑΡΚΑΔΙΑΣ
Nikandreio,258657.0,8133713.0,6697807.0,36.60828,42.0,9248.0,ESYE25,22.38602,Nikándreio,9,East Mani,ΛΑΚΩΝΙΑΣ,Nikandreio,Peloponnese,,Νικάνδρειο,ΛΑΚΩΝΙΑΣ
Niata,258657.0,8133715.0,6697807.0,36.89966,42.0,9250.0,ESYE25,22.84437,Niáta,0,Evrotas,ΛΑΚΩΝΙΑΣ,Niáta,Peloponnese,,Νιάτα,ΛΑΚΩΝΙΑΣ
Neraidovrysi,257149.0,8133986.0,6697807.0,36.88367,40.0,9255.0,ESYE25,21.87861,Neraïdóvrysi,0,Messene,ΜΕΣΣΗΝΙΑΣ,Neraïdóvrysi,Peloponnese,,Νεραϊδόβρυση,ΜΕΣΣΗΝΙΑΣ
Neraida,261797.0,8133692.0,6697810.0,37.73419,39.0,9137.0,ESYE23,21.66272,Neráida,0,Olympia,ΗΛΕΙΑΣ,Neráida,West Greece,,Νεράιδα,ΗΛΕΙΑΣ
Neo Oitylo,258657.0,8133713.0,6697807.0,36.68929,42.0,9248.0,ESYE25,22.38915,Néo Oítylo,70,East Mani,ΛΑΚΩΝΙΑΣ,Neo Itilo,Peloponnese,,Νέο Οίτυλο,ΛΑΚΩΝΙΑΣ
Neokhorion,264673.0,8133979.0,6697807.0,37.6651,36.0,9233.0,ESYE25,22.48331,Neokhórion,63,Argos-Mykines,ΑΡΓΟΛΙΔΑΣ,Neochori,Peloponnese,,Νεοχώρι,ΑΡΓΟΛΙΔΑΣ
Neochori,264644.0,8133801.0,6697807.0,37.676,41.0,9238.0,ESYE25,21.81542,Neochóri,0,Gortynia,ΑΡΚΑΔΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΑΡΚΑΔΙΑΣ
Neochori,264644.0,8133668.0,6697807.0,37.50938,41.0,9241.0,ESYE25,22.45478,Neochóri,0,Tripoli,ΑΡΚΑΔΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΑΡΚΑΔΙΑΣ
Neochori,264644.0,8133800.0,6697807.0,37.36992,41.0,9237.0,ESYE25,22.75192,Neochóri,0,North Kynouria,ΑΡΚΑΔΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΑΡΚΑΔΙΑΣ
Neochori,264644.0,8133802.0,6697807.0,37.34748,41.0,9239.0,ESYE25,22.06847,Neochóri,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΑΡΚΑΔΙΑΣ
Neochori,257149.0,8133987.0,6697807.0,37.22196,40.0,9256.0,ESYE25,21.94523,Neochóri,0,Oichalia,ΜΕΣΣΗΝΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΜΕΣΣΗΝΙΑΣ
Neochori,264644.0,8133802.0,6697807.0,37.18525,41.0,9239.0,ESYE25,22.23347,Neochóri,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΑΡΚΑΔΙΑΣ
Neochori,257149.0,8133986.0,6697807.0,37.02939,40.0,9255.0,ESYE25,21.91796,Neochóri,0,Messene,ΜΕΣΣΗΝΙΑΣ,Neochóri,Peloponnese,,Νεοχώρι,ΜΕΣΣΗΝΙΑΣ
Nedousa,257149.0,8133971.0,6697807.0,37.14317,40.0,9254.0,ESYE25,22.23327,Nédousa,0,Kalamata,ΜΕΣΣΗΝΙΑΣ,Nédousa,Peloponnese,,Νέδουσα,ΜΕΣΣΗΝΙΑΣ
Nea Koroni,257149.0,8133986.0,6697807.0,36.84886,40.0,9255.0,ESYE25,21.92268,Néa Koróni,0,Messene,ΜΕΣΣΗΝΙΑΣ,Néa Koróni,Peloponnese,,Νέα Κορώνη,ΜΕΣΣΗΝΙΑΣ
Nea Epidavros,264673.0,8133804.0,6697807.0,37.67653,36.0,9234.0,ESYE25,23.12689,Néa Epídavros,896,Epidaurus,ΑΡΓΟΛΙΔΑΣ,Nea Epidavros,Peloponnese,,Νέα Επίδαυρος,ΑΡΓΟΛΙΔΑΣ
Mouria,264644.0,8133801.0,6697807.0,37.76268,41.0,9238.0,ESYE25,22.01923,Mouriá,0,Gortynia,ΑΡΚΑΔΙΑΣ,Mouriá,Peloponnese,,Μουριά,ΑΡΚΑΔΙΑΣ
Drymos,265491.0,8133670.0,6697810.0,37.90642,38.0,9133.0,ESYE23,22.03239,Drymós,0,Kalavryta,ΑΧΑΪΑΣ,Drymós,West Greece,,Δρυμός,ΑΧΑΪΑΣ
Moschochori,257149.0,8133986.0,6697807.0,37.07135,40.0,9255.0,ESYE25,21.99335,Moschochóri,0,Messene,ΜΕΣΣΗΝΙΑΣ,Moschochóri,Peloponnese,,Μοσχοχώρι,ΜΕΣΣΗΝΙΑΣ
Monastiri,257149.0,8133760.0,6697807.0,37.23255,40.0,9258.0,ESYE25,21.81817,Monastíri,0,Trifylia,ΜΕΣΣΗΝΙΑΣ,Monastíri,Peloponnese,,Μοναστήρι,ΜΕΣΣΗΝΙΑΣ
Monastiraki,264644.0,8133801.0,6697807.0,37.77529,41.0,9238.0,ESYE25,21.84061,Monastiráki,0,Gortynia,ΑΡΚΑΔΙΑΣ,Monastiráki,Peloponnese,,Μοναστηράκι,ΑΡΚΑΔΙΑΣ
Monastirakion,264673.0,8133979.0,6697807.0,37.70521,36.0,9233.0,ESYE25,22.74946,Monastirákion,276,Argos-Mykines,ΑΡΓΟΛΙΔΑΣ,Monastiraki,Peloponnese,,Μοναστηράκι,ΑΡΓΟΛΙΔΑΣ
Myro,257149.0,8133760.0,6697807.0,37.26461,40.0,9258.0,ESYE25,21.74196,Mýro,0,Trifylia,ΜΕΣΣΗΝΙΑΣ,Mýro,Peloponnese,,Μύρο,ΜΕΣΣΗΝΙΑΣ
Myrtopotamia,257149.0,8133986.0,6697807.0,37.06478,40.0,9255.0,ESYE25,21.939,Myrtopotamiá,0,Messene,ΜΕΣΣΗΝΙΑΣ,Myrtopotamiá,Peloponnese,,Μυρτοποταμιά,ΜΕΣΣΗΝΙΑΣ
Myrtia,258657.0,8133715.0,6697807.0,36.88185,42.0,9250.0,ESYE25,22.69335,Myrtiá,0,Evrotas,ΛΑΚΩΝΙΑΣ,Myrtiá,Peloponnese,,Μυρτιά,ΛΑΚΩΝΙΑΣ
Myrsinochori,257149.0,8133988.0,6697807.0,37.02393,40.0,9257.0,ESYE25,21.72767,Myrsinochóri,190,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Myrsinochori,Peloponnese,,Μυρσινοχώρι,ΜΕΣΣΗΝΙΑΣ
Miraka,261797.0,8133692.0,6697810.0,37.64456,39.0,9137.0,ESYE23,21.65406,Miráka,0,Olympia,ΗΛΕΙΑΣ,Miráka,West Greece,,Μιράκα,ΗΛΕΙΑΣ
Myloi,264673.0,8133979.0,6697807.0,37.55276,36.0,9233.0,ESYE25,22.71658,Mýloi,610,Argos-Mykines,ΑΡΓΟΛΙΔΑΣ,Myloi,Peloponnese,,Μύλοι,ΑΡΓΟΛΙΔΑΣ
Miloi,261797.0,8133677.0,6697810.0,37.51373,39.0,9136.0,ESYE23,21.88423,Míloi,26,Andritsaina-Krestena,ΗΛΕΙΑΣ,Myloi,West Greece,,Μύλοι,ΗΛΕΙΑΣ
Miliotaki,257149.0,8133988.0,6697807.0,36.95081,40.0,9257.0,ESYE25,21.82396,Miliotáki,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Miliotáki,Peloponnese,,Μηλιωτάκι,ΜΕΣΣΗΝΙΑΣ
Milea,264644.0,8133668.0,6697807.0,37.60905,41.0,9241.0,ESYE25,22.40313,Milea,0,Tripoli,ΑΡΚΑΔΙΑΣ,Milea,Peloponnese,,Μηλέα,ΑΡΚΑΔΙΑΣ
Milia,257149.0,8133724.0,6697807.0,36.83414,40.0,9253.0,ESYE25,22.35704,Miliá,0,West Mani,ΜΕΣΣΗΝΙΑΣ,Miliá,Peloponnese,,Μηλιά,ΜΕΣΣΗΝΙΑΣ
Mikinai,264673.0,8133979.0,6697807.0,37.71947,36.0,9233.0,ESYE25,22.74569,Mikínai,354,Argos-Mykines,ΑΡΓΟΛΙΔΑΣ,Mykines,Peloponnese,,Μυκήνες,ΑΡΓΟΛΙΔΑΣ
Mianes,258657.0,8133713.0,6697807.0,36.41014,42.0,9248.0,ESYE25,22.47911,Mianés,4,East Mani,ΛΑΚΩΝΙΑΣ,Mianes,Peloponnese,,Μιανές,ΛΑΚΩΝΙΑΣ
Mezapos,258657.0,8133713.0,6697807.0,36.54188,42.0,9248.0,ESYE25,22.39202,Mézapos,31,East Mani,ΛΑΚΩΝΙΑΣ,Mezapos,Peloponnese,,Μέζαπος,ΛΑΚΩΝΙΑΣ
Metokhion,264673.0,8133806.0,6697807.0,37.67682,36.0,9236.0,ESYE25,22.82573,Metókhion,30,Nafplio,ΑΡΓΟΛΙΔΑΣ,Metochi,Peloponnese,,Μετόχι,ΑΡΓΟΛΙΔΑΣ
Methydrio,264644.0,8133801.0,6697807.0,37.63602,41.0,9238.0,ESYE25,22.17183,Methýdrio,0,Gortynia,ΑΡΚΑΔΙΑΣ,Methýdrio,Peloponnese,,Μεθύδρι,ΑΡΚΑΔΙΑΣ
Methana,406101.0,8133768.0,6692632.0,37.58131,96.0,9213.0,ESYE31,23.39016,Méthana,892,Troizinia-Methana,ΠΕΙΡΑΙΩΣ,Methana,ΑΤΤΙΚΗΣ,,Μέθανα,ΠΕΙΡΑΙΩΣ
Metaxada,257149.0,8133988.0,6697807.0,37.09633,40.0,9257.0,ESYE25,21.74641,Metaxáda,109,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Metaxada,Peloponnese,,Μεταξάδα,ΜΕΣΣΗΝΙΑΣ
Metamorfosi Troizinos,406101.0,8133768.0,6692632.0,37.53333,96.0,9213.0,ESYE31,23.35,Metamórfosi Troizínos,75,Troizinia-Methana,ΠΕΙΡΑΙΩΣ,Metamorfosi Troizinos,ΑΤΤΙΚΗΣ,,Μεταμόρφωση Τροιζήνος,ΠΕΙΡΑΙΩΣ
Mesopotamos,257149.0,8133988.0,6697807.0,36.97704,40.0,9257.0,ESYE25,21.82744,Mesopótamos,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Mesopótamos,Peloponnese,,Μεσοπόταμος,ΜΕΣΣΗΝΙΑΣ
Mesochori,257149.0,8133988.0,6697807.0,36.87715,40.0,9257.0,ESYE25,21.72172,Mesochóri,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Mesochóri,Peloponnese,,Μεσοχώρι,ΜΕΣΣΗΝΙΑΣ
Mesochori,258657.0,8133713.0,6697807.0,36.77942,42.0,9248.0,ESYE25,22.41205,Mesochóri,0,East Mani,ΛΑΚΩΝΙΑΣ,Mesochóri,Peloponnese,,Μεσοχώρι,ΛΑΚΩΝΙΑΣ
Mesochori,258657.0,8133723.0,6697807.0,36.53618,42.0,9251.0,ESYE25,23.07953,Mesochóri,0,Monemvasia,ΛΑΚΩΝΙΑΣ,Mesochóri,Peloponnese,,Μεσοχώρι,ΛΑΚΩΝΙΑΣ
Mesa Chora,258657.0,8133713.0,6697807.0,36.56257,42.0,9248.0,ESYE25,22.46661,Mésa Chóra,25,East Mani,ΛΑΚΩΝΙΑΣ,Mesa Chora,Peloponnese,,Μέσα Χώρα,ΛΑΚΩΝΙΑΣ
Meropi,257149.0,8133987.0,6697807.0,37.24192,40.0,9256.0,ESYE25,22.0032,Merópi,0,Oichalia,ΜΕΣΣΗΝΙΑΣ,Merópi,Peloponnese,,Μερόπη,ΜΕΣΣΗΝΙΑΣ
Melissi,264644.0,8133800.0,6697807.0,37.40959,41.0,9237.0,ESYE25,22.59317,Melíssi,0,North Kynouria,ΑΡΚΑΔΙΑΣ,Melíssi,Peloponnese,,Μελίσσι,ΑΡΚΑΔΙΑΣ
Mageiras,261797.0,8133692.0,6697810.0,37.66956,39.0,9137.0,ESYE23,21.63919,Mágeiras,0,Olympia,ΗΛΕΙΑΣ,Mágeiras,West Greece,,Μάγειρας,ΗΛΕΙΑΣ
Mavrommati,257149.0,8133986.0,6697807.0,37.0648,40.0,9255.0,ESYE25,21.99595,Mavrommáti,0,Messene,ΜΕΣΣΗΝΙΑΣ,Mavrommáti,Peloponnese,,Μαυρομμάτι,ΜΕΣΣΗΝΙΑΣ
Xirochori,265491.0,8133672.0,6697810.0,37.92978,38.0,9132.0,ESYE23,21.69106,Xirochóri,0,Erymanthos,ΑΧΑΪΑΣ,Xirochóri,West Greece,,Ξηροχώρι,ΑΧΑΪΑΣ
Mavriki,264644.0,8133668.0,6697807.0,37.39,41.0,9241.0,ESYE25,22.45117,Mavríki,0,Tripoli,ΑΡΚΑΔΙΑΣ,Mavríki,Peloponnese,,Μαυρίκι,ΑΡΚΑΔΙΑΣ
Mavria,264644.0,8133802.0,6697807.0,37.4565,41.0,9239.0,ESYE25,22.06114,Mavriá,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Mavriá,Peloponnese,,Μαυριά,ΑΡΚΑΔΙΑΣ
Mati,259290.0,8133675.0,6697807.0,37.81998,37.0,9247.0,ESYE25,22.33233,Máti,180,Sikyona,ΚΟΡΙΝΘΙΑΣ,Mati,Peloponnese,,Μάτι,ΚΟΡΙΝΘΙΑΣ
Matesion,261797.0,8133677.0,6697810.0,37.53005,39.0,9136.0,ESYE23,21.92777,Matésion,109,Andritsaina-Krestena,ΗΛΕΙΑΣ,Matesi,West Greece,,Ματέσι,ΗΛΕΙΑΣ
Margeli,257149.0,8133988.0,6697807.0,37.08642,40.0,9257.0,ESYE25,21.79962,Margéli,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Margéli,Peloponnese,,Μαργέλι,ΜΕΣΣΗΝΙΑΣ
Marathopolis,257149.0,8133760.0,6697807.0,37.05799,40.0,9258.0,ESYE25,21.57887,Marathópolis,877,Trifylia,ΜΕΣΣΗΝΙΑΣ,Marathopolis,Peloponnese,,Μαραθόπολις,ΜΕΣΣΗΝΙΑΣ
Manthyrea,264644.0,8133668.0,6697807.0,37.41013,41.0,9241.0,ESYE25,22.399,Manthyréa,0,Tripoli,ΑΡΚΑΔΙΑΣ,Manthyréa,Peloponnese,,Μανθυρέα,ΑΡΚΑΔΙΑΣ
Maniatis,264644.0,8133668.0,6697807.0,37.36398,41.0,9241.0,ESYE25,22.28937,Maniátis,0,Tripoli,ΑΡΚΑΔΙΑΣ,Maniátis,Peloponnese,,Μανιάτης,ΑΡΚΑΔΙΑΣ
Maniaki,257149.0,8133988.0,6697807.0,37.07686,40.0,9257.0,ESYE25,21.7734,Maniáki,0,Pylos-Nestoras,ΜΕΣΣΗΝΙΑΣ,Maniáki,Peloponnese,,Μανιάκι,ΜΕΣΣΗΝΙΑΣ
Manganiako,257149.0,8133986.0,6697807.0,37.14899,40.0,9255.0,ESYE25,21.87806,Manganiakó,0,Messene,ΜΕΣΣΗΝΙΑΣ,Manganiakó,Peloponnese,,Μαγγανιακό,ΜΕΣΣΗΝΙΑΣ
Manaris,264644.0,8133668.0,6697807.0,37.39886,41.0,9241.0,ESYE25,22.32479,Mánaris,0,Tripoli,ΑΡΚΑΔΙΑΣ,Mánaris,Peloponnese,,Μάναρης,ΑΡΚΑΔΙΑΣ
Mallota,264644.0,8133802.0,6697807.0,37.39456,41.0,9239.0,ESYE25,22.18604,Mallotá,0,Megalopoli,ΑΡΚΑΔΙΑΣ,Mallotá,Peloponnese,,Μαλλωτά,ΑΡΚΑΔΙΑΣ
Malandrenion,264673.0,8133979.0,6697807.0,37.72684,36.0,9233.0,ESYE25,22.64001,Malandrénion,498,Argos-Mykines,ΑΡΓΟΛΙΔΑΣ,Malantreni,Peloponnese,,Μαλαντρένι,ΑΡΓΟΛΙΔΑΣ
Makrilongos,406101.0,8133768.0,6692632.0,37.62166,96.0,9213.0,ESYE31,23.35764,Makrílongos,24,Troizinia-Methana,ΠΕΙΡΑΙΩΣ,Makrylongos,ΑΤΤΙΚΗΣ,,Μακρύλογγος,ΠΕΙΡΑΙΩΣ
