name,full_name,lat,lon,h,dimenot,dimos,nomos,diam
Σαλαμίς,"Σαλαμίς,η",37.96265411,23.49051666,14,Σαλαμίνος,ΣΑΛΑΜΙΝΟΣ,ΝΟΜΑΡΧΙΑ ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗ
Άγιος Ιωάννης Ρέντης,"Άγιος Ιωάννης Ρέντης,ο",37.96410751,23.67029762,21,Αγίου Ιωάννου Ρέντη,ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΡΕΝΤΗ,ΝΟΜΑΡΧΙΑ ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗ
Πέραμα,"Πέραμα,το",37.96138763,23.56014252,7,Περάματος,ΠΕΡΑΜΑΤΟΣ,ΝΟΜΑΡΧΙΑ ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗ
Νίκαια,"Νίκαια,η",37.96590042,23.6426239,40,Νικαίας,ΝΙΚΑΙΑΣ,ΝΟΜΑΡΧΙΑ ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗ
Ταύρος,"Ταύρος,ο",37.9674263,23.69332504,22,Ταύρου,ΤΑΥΡΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Άρτεμη,"Άρτεμη,η",37.96340179,24.00338173,4,Αρτέμιδας,ΑΡΤΕΜΙΔΟΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Καισαριανή,"Καισαριανή,η",37.96524048,23.76034164,147,Καισαριανής,ΚΑΙΣΑΡΙΑΝΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ζωγράφος,"Ζωγράφος,ο",37.97452164,23.76828384,159,Ζωγράφου,ΖΩΓΡΑΦΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Αθήναι,"Αθήναι,αι",37.98153687,23.72622681,67,Αθηναίων,ΑΘΗΝΑΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Γλυκά Νερά,"Γλυκά Νερά,τα",37.98747635,23.84695053,217,Γλυκών Νερών,ΓΛΥΚΩΝ ΝΕΡΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Κορυδαλλός,"Κορυδαλλός,ο",37.97373199,23.6502285,52,Κορυδαλλού,ΚΟΡΥΔΑΛΛΟΥ,ΝΟΜΑΡΧΙΑ ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗ
Παπάγος,"Παπάγος,ο",37.9901123,23.79583359,226,Παπάγου,ΠΑΠΑΓΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Αγία Βαρβάρα,"Αγία Βαρβάρα,η",37.98944855,23.65721893,72,Αγίας Βαρβάρας,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Αιγάλεω,"Αιγάλεω,το",37.98941422,23.67983627,57,Αιγάλεω,ΑΙΓΑΛΕΩ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Χολαργός,"Χολαργός,ο",37.99780655,23.79438782,202,Χολαργού,ΧΟΛΑΡΓΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Πικέρμιον,"Πικέρμιον,το",38.00096893,23.94046021,100,Πικερμίου,ΠΙΚΕΡΜΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Παλλήνη,"Παλλήνη,η",38.00051498,23.87916183,187,Παλλήνης,ΠΑΛΛΗΝΗΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Νέον Ψυχικόν,"Νέον Ψυχικόν,το",38.00201416,23.78243256,180,Νέου Ψυχικού,ΝΕΟΥ ΨΥΧΙΚΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Χαϊδάριον,"Χαϊδάριον,το",38.01238632,23.64530563,151,Χαϊδαρίου,ΧΑΪΔΑΡΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Αγία Παρασκευή,"Αγία Παρασκευή,η",38.00680923,23.82401276,225,Αγίας Παρασκευής,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Περιστέριον,"Περιστέριον,το",38.00866318,23.69436455,68,Περιστερίου,ΠΕΡΙΣΤΕΡΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Νέα Πέραμος,"Νέα Πέραμος,η",37.9998436,23.41893578,13,Νέας Περάμου,ΝΕΑΣ ΠΕΡΑΜΟΥ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Ψυχικόν,"Ψυχικόν,το",38.00827026,23.77210426,185,Ψυχικού,ΨΥΧΙΚΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Γέρακας,"Γέρακας,ο",38.00642776,23.85775757,215,Γέρακα,ΓΕΡΑΚΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Γαλάτσιον,"Γαλάτσιον,το",38.01059341,23.75374985,176,Γαλατσίου,ΓΑΛΑΤΣΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Φιλοθέη,"Φιλοθέη,η",38.02019119,23.78507614,163,Φιλοθέης,ΦΙΛΟΘΕΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ραφήνα,"Ραφήνα,η",38.02031708,24.00255966,36,Ραφήνας,ΡΑΦΗΝΑΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Χαλάνδριον,"Χαλάνδριον,το",38.01800537,23.79771614,182,Χαλανδρίου,ΧΑΛΑΝΔΡΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ανθούσα,"Ανθούσα,η",38.0259819,23.87598038,332,Ανθούσης,ΑΝΘΟΥΣΑΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιοι Ανάργυροι,"Άγιοι Ανάργυροι,οι",38.02497482,23.71909904,84,Αγίων Αναργύρων,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ίλιον,"Ίλιον,το (Νέα Λιόσια,τα)",38.03064728,23.7050705,99,Ιλίου (Νέων Λιοσίων),ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Νέα Χαλκηδών,"Νέα Χαλκηδών,η",38.02484131,23.72831535,80,Νέας Χαλκηδόνος,ΝΕΑΣ ΧΑΛΚΗΔΟΝΟΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Βριλήσσια,"Βριλήσσια,τα",38.03142929,23.82976723,222,Βριλησσίων,ΒΡΙΛΗΣΣΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Πετρούπολις,"Πετρούπολις,η",38.03900528,23.68593216,134,Πετρούπολης,ΠΕΤΡΟΥΠΟΛΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Νέα Φιλαδέλφεια,"Νέα Φιλαδέλφεια,η",38.03211594,23.73559189,100,Νέας Φιλαδελφείας,ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Νέα Ιωνία,"Νέα Ιωνία,η",38.03974915,23.75326157,126,Νέας Ιωνίας,ΝΕΑΣ ΙΩΝΙΑΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ελευσίς,"Ελευσίς,η",38.03788376,23.53939438,15,Ελευσίνος,ΕΛΕΥΣΙΝΟΣ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Πεντέλη,"Πεντέλη,η",38.04505157,23.8709774,436,Πεντέλης,ΠΕΝΤΕΛΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ηράκλειον,"Ηράκλειον,το",38.04430771,23.76541138,153,Ηρακλείου,ΗΡΑΚΛΕΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Μελίσσια,"Μελίσσια,τα",38.05428696,23.83545113,303,Μελισσίων,ΜΕΛΙΣΣΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Καματερόν,"Καματερόν,το",38.05948639,23.70591164,173,Καματερού,ΚΑΜΑΤΕΡΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Αμαρούσιον,"Αμαρούσιον,το",38.05429077,23.80184555,239,Αμαρουσίου,ΑΜΑΡΟΥΣΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Πεύκη,"Πεύκη,η",38.06057358,23.79409599,241,Πεύκης,ΠΕΥΚΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Νέα Πεντέλη,"Νέα Πεντέλη,η",38.0595932,23.85680199,440,Νέας Πεντέλης,ΝΕΑΣ ΠΕΝΤΕΛΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Μεταμόρφωσις,"Μεταμόρφωσις,η",38.05887985,23.76015472,163,Μεταμορφώσεως,ΜΕΤΑΜΟΡΦΩΣΕΩΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ασπρόπυργος,"Ασπρόπυργος,ο",38.05884552,23.58835411,50,Ασπροπύργου,ΑΣΠΡΟΠΥΡΓΟΥ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Λυκόβρυσις,"Λυκόβρυσις,η",38.06712341,23.78074455,216,Λυκοβρύσεως,ΛΥΚΟΒΡΥΣΕΩΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Ζεφύριον,"Ζεφύριον,το",38.06829453,23.71702957,144,Ζεφυρίου,ΖΕΦΥΡΙΟΥ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Κηφισιά,"Κηφισιά,η",38.07525635,23.81342506,293,Κηφισιάς,ΚΗΦΙΣΙΑΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Μάνδρα,"Μάνδρα,η",38.07184982,23.4939785,84,Μάνδρας,ΜΑΝΔΡΑΣ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Μαγούλα,"Μαγούλα,η",38.07714081,23.52107239,56,Μαγούλας,ΜΑΓΟΥΛΑΣ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Άνω Λιόσια,"Άνω Λιόσια,τα",38.07839584,23.70235252,162,Άνω Λιοσίων,ΑΝΩ ΛΙΟΣΙΩΝ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Νέα Μάκρη,"Νέα Μάκρη,η",38.08086014,23.97778511,10,Νέας Μάκρης,ΝΕΑΣ ΜΑΚΡΗΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Αχαρναί,"Αχαρναί,αι",38.07877731,23.73414612,188,Αχαρνών,ΑΧΑΡΝΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Νέα Ερυθραία,"Νέα Ερυθραία,η",38.08864212,23.81764221,304,Νέας Ερυθραίας,ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Διόνυσος,"Διόνυσος,ο",38.09776688,23.88222122,460,Διονύσου,ΔΙΟΝΥΣΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Φυλή,"Φυλή,η",38.10070419,23.66718674,332,Φυλής,ΦΥΛΗΣ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Εκάλη,"Εκάλη,η",38.10423279,23.83546066,331,Εκάλης,ΕΚΑΛΗΣ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗ
Δροσιά,"Δροσιά,η",38.11574173,23.86089706,371,Δροσιάς,ΔΡΟΣΙΑΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Ροδόπολις,"Ροδόπολις,η (τ.Μπάλα,η)",38.11460495,23.87171555,398,Ροδοπόλεως (Μπάλας),ΡΟΔΟΠΟΛΕΩΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Σταμάτα,"Σταμάτα,η",38.12329483,23.8780632,374,Σταμάτας,ΣΤΑΜΑΤΑΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Θρακομακεδόνες,"Θρακομακεδόνες,οι",38.12728882,23.75523186,371,Θρακομακεδόνων,ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άνοιξις,"Άνοιξις,η",38.1299057,23.85918617,367,Ανοίξεως,ΑΝΟΙΞΕΩΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Κρυονέριον,"Κρυονέριον,το",38.13811111,23.82792091,390,Κρυονερίου,ΚΡΥΟΝΕΡΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιος Στέφανος,"Άγιος Στέφανος,ο",38.1378212,23.85766411,360,Αγίου Στεφάνου,ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μαραθών,"Μαραθών,ο",38.15341949,23.95964432,42,Μαραθώνος,ΜΑΡΑΘΩΝΟΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Βίλια,"Βίλια,τα",38.1663475,23.33553505,510,Βιλίων,ΒΙΛΙΩΝ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Οινόη,"Οινόη,η",38.16431427,23.41415787,311,Οινόης,ΟΙΝΟΗΣ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Γραμματικόν,"Γραμματικόν,το",38.20042801,23.96655464,260,Γραμματικού,ΓΡΑΜΜΑΤΙΚΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Αφίδναι,"Αφίδναι,αι",38.20318604,23.83507156,370,Αφιδνών,ΑΦΙΔΝΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Καπανδρίτιον,"Καπανδρίτιον,το",38.21199417,23.87566566,338,Καπανδριτίου,ΚΑΠΑΝΔΡΙΤΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Πολυδένδριον,"Πολυδένδριον,το",38.21444702,23.86659813,345,Πολυδενδρίου,ΠΟΛΥΔΕΝΔΡΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Ερυθραί,"Ερυθραί,αι",38.21287537,23.32129288,398,Ερυθρών,ΕΡΥΘΡΩΝ,ΝΟΜΑΡΧΙΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗ
Βαρνάβας,"Βαρνάβας,ο",38.22211838,23.92203331,473,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μαλακάσα,"Μαλακάσα,η",38.23739243,23.79552841,232,Μαλακάσης,ΜΑΛΑΚΑΣΗΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Αυλών,"Αυλών,η",38.24754715,23.69366074,159,Αυλώνος,ΑΥΛΩΝΟΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Κάλαμος,"Κάλαμος,ο",38.28230286,23.86083794,311,Καλάμου,ΚΑΛΑΜΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μαρκόπουλον,"Μαρκόπουλον,το",38.28727722,23.82209969,174,Μαρκοπούλου Ωρωπού,ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Ωρωπός,"Ωρωπός,ο",38.29574585,23.7494812,66,Ωρωπού,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Συκάμινον,"Συκάμινον,το",38.30036926,23.7289753,34,Συκαμίνου,ΣΥΚΑΜΙΝΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Σκάλα Ωρωπού,"Σκάλα Ωρωπού,η",38.31791306,23.78812218,3,Σκάλας Ωρωπού,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Νέα Παλάτια,"Νέα Παλάτια,τα",38.31738663,23.79339218,4,Νέων Παλατίων,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιοι Δημήτριος και Παντελεήμων,"Άγιοι Δημήτριος και Παντελεήμων,οι",38.25915527,23.97661781,2,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Λιμνιώνας,"Λιμνιώνας,ο",38.28472137,23.93513489,7,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιος Ιωάννης,"Άγιος Ιωάννης,ο",38.25000763,23.9112339,499,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μονή Μεταμορφώσεως Σωτήρος,"Μονή Μεταμορφώσεως Σωτήρος,η",38.23296356,23.9084301,435,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Αγία Παρασκευή,"Αγία Παρασκευή,η",38.22829056,23.93384743,523,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Πουρίθι,"Πουρίθι,το",38.20780182,23.90489578,338,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μονή Παναγίας,"Μονή Παναγίας,η",38.20981598,23.93535042,438,Βαρνάβα,ΒΑΡΝΑΒΑ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Σέσι,"Σέσι,το",38.23935318,23.99975586,6,Γραμματικού,ΓΡΑΜΜΑΤΙΚΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Αγία Μαρίνα,"Αγία Μαρίνα,η",38.18883514,24.06062126,4,Γραμματικού,ΓΡΑΜΜΑΤΙΚΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μικροχώριον,"Μικροχώριον,το",38.23126221,23.89302063,460,Καπανδριτίου,ΚΑΠΑΝΔΡΙΤΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιοι Ανάργυροι,"Άγιοι Ανάργυροι,οι",38.25224304,23.89313889,541,Καπανδριτίου,ΚΑΠΑΝΔΡΙΤΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Λίμνη Μαραθώνος,"Λίμνη Μαραθώνος,η",38.15903473,23.90028381,271,Καπανδριτίου,ΚΑΠΑΝΔΡΙΤΙΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιοι Απόστολοι,"Άγιοι Απόστολοι,οι",38.29182434,23.89801979,6,Καλάμου,ΚΑΛΑΜΟΥ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Νέον Λιβύσσιον,"Νέον Λιβύσσιον,το",38.28245926,23.81408119,156,Μαρκοπούλου Ωρωπού,ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μπάφι,"Μπάφι,το",38.28701782,23.80544281,73,Μαρκοπούλου Ωρωπού,ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Βλάχηδες,"Βλάχηδες,οι",37.695961,23.50607491,261,Αιγίνης,ΑΙΓΙΝΑΣ,ΝΟΜΑΡΧΙΑ ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗ
Αγία Βαρβάρα,"Αγία Βαρβάρα,η",38.26509857,23.80713844,157,Μαρκοπούλου Ωρωπού,ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Μιλέσιον,"Μιλέσιον,το",38.27770996,23.79140091,204,Μαλακάσης,ΜΑΛΑΚΑΣΗΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Σφενδάλη,"Σφενδάλη,η",38.2361908,23.78067017,248,Μαλακάσης,ΜΑΛΑΚΑΣΗΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Πόντιοι,"Πόντιοι,οι",38.29935074,23.79327202,79,Νέων Παλατίων,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Νέα Πολιτεία,"Νέα Πολιτεία,η",38.30109787,23.78582954,67,Σκάλας Ωρωπού,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Άγιος Κωνσταντίνος,"Άγιος Κωνσταντίνος,ο",38.32658005,23.77254105,1,Νέων Παλατίων,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Πλατάνια Ωρωπού,"Πλατάνια Ωρωπού,τα",38.32158661,23.75008774,10,Ωρωπού,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
Κάμπος Ωρωπού,"Κάμπος Ωρωπού,ο",38.31868362,23.7627449,6,Ωρωπού,ΩΡΩΠΙΩΝ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗ,ΑΤΤΙΚΗ
