code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,koinot_id,kath,article_kath,article_dim,lat,long
1110101010101,Κομοτηνή,50990,50450,44421,43326,38532,37036,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Κομοτηνή,η,η,,
1110101010102,Ήφαιστος,1706,1707,1505,1519,1263,1285,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Ήφαιστος,ο,ο,41.13019,25.38395
1110101010103,Μέγα Κρανοβούνι,149,153,223,227,296,302,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Μέγα Κρανοβούνιον,το,το,41.06083,25.33409
1110101010104,Μεσοχώρι,119,119,161,161,151,154,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Μεσοχώριον,το,το,41.09327,25.35536
1110101010105,Μικρό Κρανοβούνι,159,161,199,198,215,227,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Μικρόν Κρανοβούνιον,το,το,41.0528,25.33312
1110101010106,Παραδημή,434,433,554,551,575,581,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Παραδημή,η,η,41.07822,25.33288
1110101010107,Σχολή Αστυνομίας,335,333,281,274,0,0,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Σχολή Αστυνομίας,η,η,41.10568,25.33018
1110101010108,Υφαντές,380,378,330,330,347,342,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κομοτηνής,11101010101,Υφανταί,οι,οι,41.11702,25.36018
1110101010201,Ανθοχώρι,82,79,140,142,127,127,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Ανθοχωρίου,11101010102,Ανθοχώριον,το,το,41.08534,25.53789
1110101010301,Γρατινή,365,362,525,533,593,587,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Γρατίνης,11101010103,Γρατινή,η,η,41.14352,25.53142
1110101010401,Θρυλόρι,620,622,616,629,542,560,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Θρυλορίου,11101010104,Θρυλόριον,το,το,41.07683,25.48253
1110101010402,Ροδίτης,1018,1112,748,753,591,637,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Θρυλορίου,11101010104,Ροδίτης,ο,ο,41.09921,25.45489
1110101010403,Φύλακας,272,271,269,269,264,263,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Θρυλορίου,11101010104,Φύλακας,ο,ο,41.0567,25.47687
1110101010501,Ιτέα,77,77,71,71,70,70,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Ιτέας,11101010105,Ιτέα,η,η,41.09365,25.37533
1110101010601,Κάλχας,634,604,644,643,642,635,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,11101010106,Κάλχας,ο,ο,41.14031,25.46459
1110101010602,Ιάμπολιδα,173,165,145,145,158,158,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,11101010106,Ιάμπολις,η,η,,
1110101010603,Μεγάλη Άδα,9,9,9,9,25,25,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,11101010106,Μεγάλη Άδα,η,η,41.23363,25.53556
1110101010604,Μύτικας,5,5,6,6,36,35,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,11101010106,Μύτικας,ο,ο,,
1110101010605,Σαρακηνή,40,39,78,78,187,187,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,11101010106,Σαρακηνή,η,η,41.28815,25.55199
1110101010606,Τυχηρό,299,300,302,302,335,335,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κάλχαντος,11101010106,Τυχηρόν,το,το,41.16817,25.4639
1110101010701,Καρυδιά,357,365,245,245,215,220,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Καρυδιάς,11101010107,Καρυδιά,η,η,41.14508,25.43726
1110101010801,Κηκίδι,610,605,425,424,389,388,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κηκιδίου,11101010108,Κηκίδιον,το,το,41.10739,25.43199
1110101010901,Κόσμι,922,917,912,914,906,889,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Κοσμίου,11101010109,Κόσμιον,το,το,41.08879,25.41131
1110101011001,Πάνδροσος,115,114,126,125,123,138,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Πανδρόσου,11101010110,Πάνδροσος,η,η,41.17685,25.44219
1110101011002,Νυμφαία,35,35,70,70,100,100,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Πανδρόσου,11101010110,Νυμφαία,η,η,41.22221,25.45173
1110101011003,Σύμβολα,244,234,243,248,220,219,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Πανδρόσου,11101010110,Σύμβολα,τα,τα,41.17518,25.41043
1110101011101,Σιδηράδες,199,199,167,167,144,144,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Σιδηράδων,11101010111,Σιδηράδες,οι,οι,,
1110101011201,Στυλάρι,300,301,304,300,290,290,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,Στυλάριου,11101010112,Στυλάριον,το,το,41.14427,25.50342
1110101020101,Αίγειρος,924,926,1123,1111,1045,1079,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αιγείρου,11101010201,Αίγειρος,η,η,41.08752,25.28555
1110101020102,Αγροτικό Ορφανοτροφείο,45,45,61,61,49,49,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αιγείρου,11101010201,Αγροτικόν Ορφανοτροφείον,το,το,,
1110101020103,Μεσσούνη,238,241,356,369,392,399,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αιγείρου,11101010201,Μεσσούνη,η,η,41.09155,25.2983
1110101020201,Αρωγή,9,13,177,223,21,36,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Αρωγής,11101010202,Αρωγή,η,η,40.95533,25.17052
1110101020301,Γλυφάδα,136,135,166,170,209,215,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Γλυφάδας,11101010203,Γλυφάδα,η,η,40.97731,25.22916
1110101020401,Καλλίστη,122,122,167,179,145,143,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Καλλίστης,11101010204,Καλλίστη,η,η,,
1110101020501,Μελέτη,497,499,646,626,611,605,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Μελέτης,11101010205,Μελέτη,η,η,41.11355,25.29965
1110101020601,Μέση,183,181,313,317,332,348,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Μέσης,11101010206,Μέση,η,η,40.98199,25.21085
1110101020701,Νέα Καλλίστη,391,391,459,461,588,592,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Νέας Καλλίστης,11101010207,Νέα Καλλίστη,η,η,41.03624,25.2133
1110101020801,Παραλία Μέσης,6,6,16,31,10,48,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Παραλίας Μέσης,11101010208,Παραλία Μέσης,η,η,,
1110101020901,Πόρπη,452,450,447,448,415,441,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Πόρπης,11101010209,Πόρπη,η,η,41.01863,25.23882
1110101021001,Φανάρι,490,482,397,422,517,527,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΑΙΓΕΙΡΟΥ,Φαναρίου,11101010210,Φανάριον,το,το,40.96112,25.13304
1110101030101,Νέο Σιδηροχώρι,567,555,856,891,849,864,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,11101010301,Νέον Σιδηροχώριον,το,το,41.02218,25.35544
1110101030102,Αδριανή,144,141,243,247,297,299,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,11101010301,Αδριανή,η,η,41.01083,25.36909
1110101030103,Καλαμόκαστρο,342,341,360,365,368,371,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,11101010301,Καλαμόκαστρον,το,το,41.04922,25.35781
1110101030104,Μαυρομμάτι,137,135,130,133,136,136,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,11101010301,Μαυρομμάτιον,το,το,41.00412,25.38368
1110101030105,Μικρό Δουκάτο,137,137,193,182,187,187,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Νέου Σιδηροχωρίου,11101010301,Μικρόν Δουκάτον,το,το,41.0375,25.40815
1110101030201,Άγιοι Θεόδωροι,491,493,554,556,568,564,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Αγίων Θεοδώρων,11101010302,Άγιοι Θεόδωροι,οι,οι,41.04295,25.40417
1110101030301,Μέγα Δουκάτο,418,418,415,415,471,472,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Μεγάλου Δουκάτου,11101010303,Μέγα Δουκάτον,το,το,41.04949,25.41355
1110101030401,Παγούρια,542,530,703,708,429,434,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,Παγουρίων,11101010304,Παγούρια,τα,τα,41.02801,25.31809
1110102010101,Φιλλύρα,909,893,1041,1032,1010,988,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Φιλλύρας,11101020101,Φιλλύρα,η,η,,
1110102010201,Άγρα,197,197,298,300,265,267,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Άγρας,11101020102,Άγρα,η,η,,
1110102010301,Άνω Δροσινή,106,104,119,119,156,160,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Άνω Δροσίνης,11101020103,Άνω Δροσινή,η,η,41.1936,25.59001
1110102010401,Άρατος,1158,1148,1131,1124,1053,1030,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Αράτου,11101020104,Άρατος,ο,ο,41.08139,25.55186
1110102010501,Αρδεία,27,27,55,55,68,68,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Αρδείας,11101020105,Αρδεία,η,η,,
1110102010601,Αρχοντικά,365,365,336,333,379,380,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Αρχοντικών,11101020106,Αρχοντικά,τα,τα,41.07439,25.54163
1110102010701,Βραγιά,521,496,468,473,479,483,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Βραγιάς,11101020107,Βραγιά,η,η,41.08941,25.55924
1110102010801,Δοκός,970,947,1015,1029,1010,1007,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Δοκού,11101020108,Δοκός,η,η,41.13766,25.59728
1110102010901,Δροσιά,223,197,258,257,228,225,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Δροσιάς,11101020109,Δροσιά,η,η,41.16414,25.63831
1110102011001,Δρύμη,302,296,320,318,328,328,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Δρύμης,11101020110,Δρύμη,η,η,41.21809,25.57463
1110102011101,Εσοχή,323,318,362,357,370,366,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Εσοχής,11101020111,Εσοχή,η,η,41.23506,25.77269
1110102011201,Κάτω Δροσινή,66,65,111,111,91,90,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Κάτω Δροσινής,11101020112,Κάτω Δροσινή,η,η,41.22644,25.59795
1110102011301,Λαμπρό,492,487,514,518,467,468,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Λαμπρού,11101020113,Λαμπρόν,το,το,41.13099,25.54295
1110102011401,Νέο Καλλυντήρι,241,235,228,224,210,210,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Νέου Καλλυντήριου,11101020114,Νέον Καλλυντήριον,το,το,,
1110102011501,Νεύρα,158,158,168,165,107,104,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Νεύρων,11101020115,Νεύρα,τα,τα,41.12601,25.6483
1110102011601,Ομηρικό,313,303,323,326,301,301,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Ομηρικού,11101020116,Ομηρικόν,το,το,41.14486,25.5542
1110102011701,Πάσσος,747,718,689,686,726,733,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Πάσσου,11101020117,Πάσσος,ο,ο,41.09569,25.5839
1110102011801,Πατερμά,109,109,114,111,103,103,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Πατερμών,11101020118,Πατερμά,τα,τα,41.20137,25.51734
1110102011901,Ραγάδα,270,262,366,366,373,375,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Ραγάδας,11101020119,Ραγάδα,η,η,41.21777,25.72873
1110102012001,Σκιάδα,86,88,112,110,110,110,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΦΙΛΛΥΡΑΣ,Σκιάδας,11101020120,Σκιάδα,η,η,41.15927,25.61516
1110102020101,Αρριανά,1147,1146,1144,1139,1070,1067,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Αρριανών,11101020201,Αρριανά,τα,τα,41.08131,25.69494
1110102020201,Αγιοχώρι,226,225,238,236,226,225,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Αγιοχωρίου,11101020202,Αγιοχώριον,το,το,41.08694,25.77706
1110102020301,Δαρμένη,314,314,329,329,269,271,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Δαρμένης,11101020203,Δαρμένη,η,η,41.14335,25.68145
1110102020401,Δειλινά,307,314,341,341,328,329,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Δειλινών,11101020204,Δειλινά,τα,τα,41.11131,25.65331
1110102020501,Ήπι,265,265,301,297,251,252,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Ηπίου,11101020205,Ήπιον,το,το,41.08188,25.76341
