,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev,mean_temp
13365,Δερμιζιανά,22,22,21,29,48,51,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Βουλγάρω,Δερμιζιανά,τα,τα,35.46108,23.70052,,
13366,Λατζιανά,17,15,21,21,36,38,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Βουλγάρω,Λατζιανά,τα,τα,35.43731,23.6972,,
13367,Μάκρωνας,18,18,20,28,45,46,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Βουλγάρω,Μάκρωνας,ο,ο,35.45061,23.7028,,
13368,Μυρί,40,42,63,77,91,116,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Βουλγάρω,Μουρίον,το,το,,,,
13369,Χουδαλιανά,16,17,31,32,35,36,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Βουλγάρω,Χουδαλιανά,τα,τα,35.45559,23.70556,,
13370,Καλουδιανά,331,332,344,346,209,215,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Καλουδιανών,Καλουδιανά,τα,τα,35.4853,23.68787,,
13371,Κορφαλώνας,31,32,15,15,92,98,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Καλουδιανών,Κορφαλώνας,ο,ο,,,,
13372,Κουρθιανά,23,26,20,20,17,18,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Καλουδιανών,Κουρθιανά,τα,τα,35.47584,23.68776,,
13373,Μαλάθυρος,89,94,220,214,234,245,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Μαλαθύρου,Μαλάθυρος,η,η,35.43472,23.72059,,
13374,Περβολάκια,63,62,59,63,68,66,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Περβολακίων,Περβολάκια,τα,τα,35.46701,23.71547,,
13375,Παππαγιαννάκηδες,37,41,54,60,51,54,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Περβολακίων,Παππαγιαννάκηδες,οι,οι,35.46766,23.71948,,
13376,Χαραυγή,50,50,47,49,45,45,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Περβολακίων,Χαραυγή,η,η,35.47441,23.71593,,
13377,Ποταμίδα,224,234,226,228,240,238,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Ποταμίδας,Ποταμίδα,η,η,35.46955,23.69549,,
13378,Ρόκκα,52,52,73,71,85,92,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Ρόκκας,Ρόκκα,η,η,35.47355,23.73312,,
13379,Κερά,36,38,66,66,65,68,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Ρόκκας,Κερά,η,η,,,,
13380,Σάσαλος,28,28,43,39,52,57,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Σασάλου,Σάσαλος,ο,ο,35.40431,23.70987,,
13381,Κοντουδιανά,7,7,16,15,15,15,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Σασάλου,Κοντουδιανά,τα,τα,,,,
13382,Μανεριανά,13,13,38,38,50,55,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Σασάλου,Μανεριανά,τα,τα,35.40391,23.71585,,
13383,Σφακπηγάδι,58,60,83,81,91,85,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Σφακοπηγαδίου,Σφακοπηγάδιον,το,το,,,,
13384,Αρμενχώρι,27,27,45,47,39,39,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Σφακοπηγαδίου,Αρμενοχώριον,το,το,,,,
13385,Τριαλώνια,31,31,49,49,44,52,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Σφακοπηγαδίου,Τριαλώνια,τα,τα,35.45084,23.72108,,
13386,Τοπόλια,122,126,168,175,185,215,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Τοπολίων,Τοπόλια,τα,τα,35.4274,23.68606,,
13387,Αϊκυργιάννης,36,34,71,71,78,79,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Τοπολίων,Αϊκυργιάννης,ο,ο,35.43364,23.68015,,
13388,Καψανιανά,11,10,40,40,41,41,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Τοπολίων,Καψανιανά,τα,τα,35.43281,23.69154,,
13389,Κουτσοματάδος,42,43,62,62,66,74,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Τοπολίων,Κουτσοματάδος,ο,ο,35.40543,23.68268,,
13390,Τσουρουνιανά,14,13,18,26,26,26,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Τοπολίων,Τσουρουνιανά,τα,τα,35.4245,23.67768,,
13391,Φαλελιανά,27,27,16,19,30,24,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Φαλελιανών,Φαλελιανά,τα,τα,35.48812,23.72554,,
13392,Κολένη,53,53,60,59,95,97,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Φαλελιανών,Κολένη,η,η,35.49545,23.71898,,
13393,Κοτσιανά,67,65,90,95,101,113,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Φαλελιανών,Κοτσιανά,τα,τα,35.48376,23.71824,,
13394,Λυριδιανά,16,16,17,17,25,25,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Φαλελιανών,Λυριδιανά,τα,τα,35.4953,23.73502,,
13395,Χαιρεθιανά,70,69,77,89,138,134,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Χαιρεθιανών,Χαιρεθιανά,τα,τα,35.4772,23.70045,,
13396,Γεράνι,312,290,655,666,355,357,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Γερανίου,Γεράνι,το,το,35.50939,23.87467,,
13397,Λυτράκι,107,111,111,110,134,147,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Γερανίου,Λουτράκιον,το,το,,,,
13398,Παλαι Γεράνι,770,1771,413,446,289,316,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Γερανίου,Παλαιόν Γεράνιον,το,το,,,,
13399,Βλαχερωνίτισσα,152,146,133,145,149,167,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Βλαχερωνιτίσσης,Βλαχερωνίτισσα,η,η,35.51219,23.82613,,
13400,Βρύσες,189,175,240,245,272,290,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Βρυσών Κυδωνίας,Βρύσαι,αι,οι,35.49324,23.8902,,
13401,Πατελλάρι,184,180,179,168,179,179,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Βρυσών Κυδωνίας,Πατελλάριον,το,το,35.49035,23.90629,,
13402,Ζυνάκι,51,50,45,59,85,79,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Ζουνακίου,Ζουνάκιον,το,το,,,,
13403,Λίμνη,87,89,103,124,122,133,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Ζουνακίου,Λίμνη,η,η,35.37354,23.63348,,
13404,Κτμάρι,285,283,227,235,251,249,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Κοντομαρίου,Κοντομάριον,το,το,,,,
13405,Κοιλάδα,35,34,40,40,43,43,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Κοντομαρίου,Κοιλάδα,η,η,,,,
13406,Μετχι,157,232,126,128,112,124,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Κοντομαρίου,Μετόχιον,το,το,,,,
13407,Ξηρκάμπι,62,62,57,57,41,41,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Κοντομαρίου,Ξηροκάμπιον,το,το,,,,
13408,Κυπάρισσος,126,128,116,118,174,177,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Κυπαρίσσου,Κυπάρισσος,ο,ο,35.49472,23.84525,,
13409,Μαρουλιαχιανά,45,45,50,50,84,87,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Κυπαρίσσου,Μαρουλιαχιανά,τα,τα,,,,
13410,Μάλεμε,710,1173,716,708,645,664,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Μάλεμε,Μάλεμε,το,το,,,,
13411,Μανολιόπουλο,169,170,202,258,263,258,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Μανολιοπούλου,Μανολιόπουλον,το,το,35.46968,23.85712,,
13412,Αποθήκες,48,48,71,69,83,83,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Μανολιοπούλου,Αποθήκαι,αι,οι,35.46123,23.86821,,
13413,Μδι,327,331,246,268,232,243,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Μοδίου,Μόδιον,το,το,,,,
13414,Ντερές,93,90,166,172,179,171,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Ντερέ,Ντερές,ο,ο,35.43668,23.84384,,
13415,Παππαδιανά,14,14,22,24,31,27,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Ντερέ,Παππαδιανά,τα,τα,,,,
13416,Ξαμυδχώρι,163,168,161,161,168,178,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Ξαμουδοχωρίου,Ξαμουδοχώριον,το,το,,,,
13417,Πλατανιάς,979,2863,823,744,754,790,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Πλατανιά,Πλατανιάς,ο,ο,,,,
13418,Σιρίλι,139,136,126,136,133,135,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Σιριλίου,Σιρίλιον,το,το,35.49653,23.8192,,
13419,Ελληνικό,39,39,52,55,62,65,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Σιριλίου,Ελληνικόν,το,το,35.49229,23.82573,,
13420,Μετόχιο Σιριλίου,32,33,38,39,39,41,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΠΛΑΤΑΝΙΑ,Σιριλίου,Μετόχιον Σιριλίου,το,το,,,,
13421,Βουκολιές,733,726,696,671,621,616,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Βουκολιαί,αι,οι,,,,
13422,Άνω Κεφάλα,23,23,25,24,39,39,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Άνω Κεφάλα,η,η,35.42785,23.78523,,
13423,Γαβαλμύρι,83,81,94,96,108,114,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Γαβαλομούριον,το,το,,,,
13424,Κάτω Κεφάλα,7,7,22,23,22,27,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Κάτω Κεφάλα,η,η,35.44407,23.79013,,
13425,Κουλκουθιανά,49,47,53,55,65,67,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Κουλκουθιανά,τα,τα,35.47979,23.80517,,
13426,Μέσα Βουκολιές,29,29,41,42,48,51,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Μέσα Βουκολιαί,αι,οι,,,,
13427,Φωτακάδο,83,81,103,105,106,109,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Βουκολιών,Φωτακάδον,το,το,35.43322,23.7707,,
13428,Ανώσκελη,79,75,85,87,117,125,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Ανώσκελης,Ανώσκελη,η,η,35.45997,23.77699,,
13429,Κακόπετρος,50,49,73,96,101,96,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Κακοπέτρου,Κακόπετρος,ο,ο,35.41513,23.75962,,
13430,Κοτσυφιανά,10,10,13,16,24,23,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Κακοπέτρου,Κοτσυφιανά,τα,τα,,,,
13431,Μεσαύλια,29,30,38,48,41,41,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Κακοπέτρου,Μεσαύλια,τα,τα,35.40448,23.73387,,
13432,Νέ Χωρί,151,151,185,193,181,175,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Νέου Χωρίου Κυδωνίας,Νέον Χωρίον,το,το,,,,
13433,Καφούρος,17,17,41,42,36,36,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Νέου Χωρίου Κυδωνίας,Καφούρος,ο,ο,35.45047,23.79512,,
13434,Μουλαμεριανά,7,7,34,34,17,17,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Νέου Χωρίου Κυδωνίας,Μουλαμεριανά,τα,τα,35.45653,23.81344,,
13435,Πετρές,5,5,21,21,28,32,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Νέου Χωρίου Κυδωνίας,Πετρές,ο,ο,,,,
13436,Πηγή,17,17,41,41,43,43,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Νέου Χωρίου Κυδωνίας,Πηγή,η,η,35.45236,23.80555,,
13437,Νεριανά,68,68,95,98,108,109,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Νεριανών,Νεριανά,τα,τα,35.48587,23.81325,,
13438,Παλαιά Ρούματα,127,121,161,178,203,208,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Παλαιά Ρούματα,τα,τα,,,,
13439,Κατζιανά,6,6,13,17,17,18,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Κατζιανά,τα,τα,35.39886,23.78821,,
13440,Κεχρές,43,43,71,72,74,80,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Κεχρές,ο,ο,35.39672,23.76901,,
13441,Ληδιανά,25,24,28,33,35,37,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Ληδιανά,τα,τα,35.39496,23.77442,,
13442,Λουφαρδιανά,27,26,40,40,39,40,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Λουφαρδιανά,τα,τα,35.3963,23.77748,,
13443,Μιχαλιανά,14,14,17,17,22,26,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Μιχαλιανά,τα,τα,35.3927,23.78186,,
13444,Μπουγιουκλιανά,22,26,28,36,35,37,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Μπουγιουκλιανά,τα,τα,,,,
13445,Νεαρά Εσιανά,33,33,36,47,56,57,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Νεαρά Εσιανά,τα,τα,,,,
13446,Πλατανές,17,17,28,32,29,43,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Παλαιών Ρουμάτων,Πλατανές,ο,ο,35.41873,23.78286,,
13447,Πλεμάρχι,170,198,169,169,196,199,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Πολεμαρχίου,Πολεμάρχιον,το,το,,,,
13448,Ταυρωνίτης,888,898,630,616,470,470,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Ταυρωνίτου,Ταυρωνίτης,ο,ο,35.52997,23.82029,,
13449,Δέμπλα,85,86,45,47,25,31,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Ταυρωνίτου,Δέμπλα,η,η,35.52184,23.81739,,
13450,Χρυσαυγή,116,116,170,169,169,178,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Χρυσαυγής,Χρυσαυγή,η,η,35.49272,23.80269,,
13451,Καλλιθέα,83,83,105,117,87,98,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Χρυσαυγής,Καλλιθέα,η,η,,,,
13452,Νερατζιά,20,19,14,14,18,18,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΒΟΥΚΟΛΙΩΝ,Χρυσαυγής,Νερατζιά,η,η,35.48765,23.80848,,
13453,Κολυμβάρι,1088,1305,919,952,716,763,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Κολυμβαρίου,Κολυμβάρι,το,το,35.54115,23.77995,,
13454,Μονή Οδηγητρίας Κυρίας Γωνιάς,21,21,22,56,28,101,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Κολυμβαρίου,Μονή Οδηγητρίας Κυρίας Γωνιάς,η,η,,,,
13455,Αφράτα,137,139,113,138,134,140,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Αφράτων,Αφράτα,τα,τα,35.5736,23.76757,,
13456,Βασιλόπουλο,55,56,68,72,104,104,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Βασιλοπούλου,Βασιλόπουλον,το,το,35.48819,23.74859,,
13457,Καρθιανά,21,23,32,33,39,39,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Βασιλοπούλου,Καρθιανά,τα,τα,35.49365,23.75301,,
13458,Βούβες,137,135,140,189,108,134,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Βουβών,Βούβαι,αι,οι,35.49821,23.78573,,
13459,Άνω Βούβες,15,23,17,19,23,26,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Βουβών,Άνω Βούβαι,αι,οι,,,,
13460,Λουκουμιχελιανά,18,18,20,27,28,29,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Βουβών,Λουκουμιχελιανά,τα,τα,35.49283,23.79211,,
13461,Ποντικιανά,95,109,108,136,102,119,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Βουβών,Ποντικιανά,τα,τα,,,,
13462,Γλώσσα,69,68,85,90,147,135,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Γλώσσης,Γλώσσα,η,η,35.47117,23.77608,,
13463,Μοθιανά,61,63,97,100,110,106,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Γλώσσης,Μοθιανά,τα,τα,35.48181,23.77061,,
13464,Σκαφιώτες,21,20,24,24,19,19,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Γλώσσης,Σκαφιώται,οι,οι,,,,
13465,Δελιανά,58,59,57,80,83,96,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δελιανών,Δελιανά,τα,τα,,,,
13466,Γρα Κερά,20,20,37,37,33,33,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δελιανών,Γρα Κερά,η,η,,,,
13467,Καλάμι,5,4,17,17,19,20,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δελιανών,Καλάμιον,το,το,,,,
13468,Καμάρα,22,22,57,57,35,47,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δελιανών,Καμάρα,η (Τ.Κ.Δελιανών),η (Τ.Κ.Δελιανών),35.53347,23.7472,,
13469,Πύργος,9,7,11,22,12,15,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δελιανών,Πύργος,ο,ο,,,,
13470,Δρακόνα,84,86,167,174,144,144,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δρακόνας,Δρακόνα,η,η,,,,
13471,Γερακιανά,33,31,45,67,54,55,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Δρακόνας,Γερακιανά,τα,τα,35.50219,23.76259,,
13472,Επισκοπή,65,70,98,102,89,81,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,ΚΟΛΥΜΒΑΡΙΟΥ,Επισκοπής,Επισκοπή,η,η,,,,
