code,location,mon_plith,astikotita,orinotita,ekt
11208010109,Τοπική Κοινότητα Προφήτης Ηλίας,0,False,1.0,2.459
1120801010901,"Προφήτης Ηλίας,ο",0,,,
11208010110,Τοπική Κοινότητα Ράχης,610,False,1.0,16.367
1120801011001,"Ράχη,η",610,,,
11208010111,Τοπική Κοινότητα Τριποτάμου,666,False,1.0,23.13
1120801011101,"Τριπόταμος,ο",553,,,
1120801011102,"Κάτω Κομνήνειον,το",43,,,
1120801011103,"Κομνήνειον,το",70,,,
112080102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ,8818,,0.0,63.781
11208010201,Δημοτική Κοινότητα Μακροχωρίου,5189,True,0.0,25.384
1120801020101,"Μακροχώριον,το",5189,,,
11208010202,Τοπική Κοινότητα Διαβατού,1276,False,0.0,9.349
1120801020201,"Διαβατός,ο",1276,,,
11208010203,Τοπική Κοινότητα Κουλούρας,992,False,0.0,12.065
1120801020301,"Κουλούρα,η",992,,,
11208010204,Τοπική Κοινότητα Λυκόγιαννης,560,False,0.0,8.693
1120801020401,"Νέα Λυκόγιαννη,η",399,,,
1120801020402,"Παλαιά Λυκόγιαννη,η",161,,,
11208010205,Τοπική Κοινότητα Νέας Νικομηδείας,801,False,0.0,8.29
1120801020501,"Νέα Νικομήδεια,η",801,,,
112080103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΕΡΓΙΝΑΣ,2464,,0.0,69.415
11208010301,Τοπική Κοινότητα Βεργίνης,1242,False,0.0,33.545
1120801030101,"Βεργίνα,η",1242,,,
11208010302,Τοπική Κοινότητα Μετόχιο Προδρόμου,110,False,0.0,3.475
1120801030201,"Μετόχιον Προδρόμου,το",110,,,
11208010303,Τοπική Κοινότητα Παλατιτσίων,834,False,0.0,17.87
1120801030301,"Παλατίτσια,τα",834,,,
11208010304,Τοπική Κοινότητα Συκέας,278,False,1.0,14.525
1120801030401,"Συκέα,η",278,,,
112080104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΟΒΡΑ,5313,,1.0,104.357
11208010401,Τοπική Κοινότητα Αγίου Γεωργίου,1763,False,0.0,19.46
1120801040101,"Άγιος Γεώργιος,ο",1763,,,
11208010402,Τοπική Κοινότητα Αγίας Μαρίνης,864,False,0.0,14.62
1120801040201,"Αγία Μαρίνα,η",864,,,
11208010403,Τοπική Κοινότητα Πατρίδος,1520,False,0.0,12.792
1120801040301,"Πατρίς,η",1492,,,
1120801040302,"Καλή Παναγία,η",28,,,
11208010404,Τοπική Κοινότητα Τριλόφου,615,False,0.0,13.9
1120801040401,"Τρίλοφον,το",615,,,
11208010405,Τοπική Κοινότητα Φυτείας,551,False,2.0,43.585
1120801040501,"Φυτεία,η",409,,,
1120801040502,"Άγιος Νικόλαος,ο",68,,,
1120801040503,"Κουτσοχώριον,το",52,,,
1120801040504,"Λιανοβρόχι,το",22,,,
112080105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΑΚΕΔΟΝΙΔΟΣ,1646,,2.0,200.562
11208010501,Τοπική Κοινότητα Ριζωμάτων,816,False,2.0,35.878
1120801050101,"Ριζώματα,τα",816,,,
11208010502,Τοπική Κοινότητα Δασκίου,286,False,2.0,28.286
1120801050201,"Δάσκιον,το",286,,,
11208010503,Τοπική Κοινότητα Πολυδένδρου,162,False,2.0,110.966
1120801050301,"Πολύδενδρον,το",123,,,
1120801050302,"Ελαφίνα,η",8,,,
1120801050303,"Μονή Τιμίου Προδρόμου,η",5,,,
1120801050304,"Πόρος,ο",9,,,
1120801050305,"Χαράδρα,η",17,,,
11208010504,Τοπική Κοινότητα Σφηκιάς,382,False,2.0,25.432
1120801050401,"Σφηκιά,η",382,,,
1120802,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΕΙΑΣ,41570,,,481.569
112080201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΕΙΑΣ,20417,,0.0,141.865
11208020101,Δημοτική Κοινότητα Αλεξανδρείας,15864,True,0.0,62.685
1120802010101,"Αλεξάνδρεια,η",14821,,,
1120802010102,"Νησέλλιον,το",653,,,
1120802010103,"Σχοινάς,ο",390,,,
11208020102,Τοπική Κοινότητα Βρυσακίου,669,False,0.0,9.46
1120802010201,"Βρυσάκιον,το",669,,,
11208020103,Τοπική Κοινότητα Καμποχωρίου,690,False,0.0,14.849
1120802010301,"Καμποχώριον,το",690,,,
11208020104,Τοπική Κοινότητα Λουτρού,1279,False,0.0,10.961
1120802010401,"Λουτρός,ο",1277,,,
1120802010402,"Εξωκκλήσιον,το",2,,,
11208020105,Τοπική Κοινότητα Νεοχωρίου,536,False,0.0,10.172
1120802010501,"Νεοχώριον,το",536,,,
11208020106,Τοπική Κοινότητα Νησίου,1379,False,0.0,33.738
1120802010601,"Νησίον,το",1379,,,
1120802010602,"Σάντα,η",0,,,
112080202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΤΙΓΟΝΙΔΩΝ,4435,,0.0,58.567
11208020201,Τοπική Κοινότητα Καβασίλων,632,False,0.0,6.12
1120802020101,"Καβάσιλα,τα",632,,,
11208020202,Τοπική Κοινότητα Επισκοπής,694,False,0.0,7.873
1120802020201,"Επισκοπή,η",462,,,
1120802020202,"Καλοχώριον,το",232,,,
11208020203,Τοπική Κοινότητα Κεφαλοχωρίου,604,False,0.0,10.771
1120802020301,"Κεφαλοχώριον,το",604,,,
11208020204,Τοπική Κοινότητα Ξεχασμένης,750,False,0.0,8.948
1120802020401,"Ξεχασμένη,η",544,,,
1120802020402,"Ραψομανίκιον,το",206,,,
11208020205,Τοπική Κοινότητα Παλαιού Σκυλλιτσίου,526,False,0.0,10.558
1120802020501,"Παλαιόν Σκυλλίτσιον,το",526,,,
11208020206,Τοπική Κοινότητα Σταυρού,1229,False,0.0,14.297
1120802020601,"Σταυρός,ο",1229,,,
112080203,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΕΛΙΚΗΣ,7104,,0.0,98.442
11208020301,Δημοτική Κοινότητα Μελίκης,3116,True,0.0,34.68
1120802030101,"Μελίκη,η",3116,,,
11208020302,Τοπική Κοινότητα Αγκαθιάς,1448,False,0.0,20.849
1120802030201,"Αγκαθιά,η",1270,,,
1120802030202,"Τριλοφία,η",178,,,
11208020303,Τοπική Κοινότητα Κυψέλης,376,False,0.0,12.161
1120802030301,"Κυψέλη,η",376,,,
1120802030302,"Μονή Αγίου Αθανασίου Σφηνίσσης,η",0,,,
11208020304,Τοπική Κοινότητα Νεοκάστρου,889,False,0.0,15.258
1120802030401,"Νεόκαστρον,το",889,,,
11208020305,Τοπική Κοινότητα Προδρόμου,1275,False,0.0,15.494
1120802030501,"Πρόδρομος,ο",815,,,
1120802030502,"Αγία Τριάς,η",279,,,
1120802030503,"Νέος Πρόδρομος,ο",181,,,
112080204,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΛΑΤΕΟΣ,9614,,0.0,182.695
11208020401,Δημοτική Κοινότητα Πλατέος,2084,False,0.0,20.672
1120802040101,"Πλατύ,το",2083,,,
1120802040102,"Εργοτάξιον Λουδία,το",1,,,
11208020402,Τοπική Κοινότητα Αράχου,393,False,0.0,5.629
1120802040201,"Άραχος,ο",393,,,
11208020403,Τοπική Κοινότητα Κλειδίου,1249,False,0.0,61.554
1120802040301,"Κλειδίον,το",1249,,,
11208020404,Δημοτική Κοινότητα Κορυφής,1619,False,0.0,24.626
1120802040401,"Κορυφή,η",1227,,,
1120802040402,"Παλαιόχωρα,η",392,,,
11208020405,Τοπική Κοινότητα Λιανοβεργίου,1593,False,0.0,16.636
1120802040501,"Λιανοβέργιον,το",1593,,,
11208020406,Τοπική Κοινότητα Πλατάνου,630,False,0.0,13.081
1120802040601,"Πλάτανος,ο",630,,,
11208020407,Τοπική Κοινότητα Πρασινάδας,631,False,0.0,14.629
1120802040701,"Πρασινάδα,η",281,,,
1120802040702,"Κυδωνέα,η",213,,,
1120802040703,"Νησελλούδιον,το",137,,,
11208020408,Τοπική Κοινότητα Τρικάλων,1415,False,0.0,25.868
1120802040801,"Τρίκαλα,τα",1415,,,
1120803,ΔΗΜΟΣ ΝΑΟΥΣΑΣ,32494,,,425.61
112080301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΑΟΥΣΑΣ,21152,,2.0,301.731
11208030101,Δημοτική Κοινότητα Νάουσας,19268,True,2.0,222.153
1120803010101,"Νάουσα,η",18882,,,
1120803010102,"Άγιος Νικόλαος,ο",213,,,
1120803010103,"Άνω Σέλι,το",43,,,
1120803010104,"Πηγάδια,τα",0,,,
1120803010105,"Ροδακινέα,η",45,,,
1120803010106,"Σταθμός,ο",85,,,
11208030102,Τοπική Κοινότητα Αρκοχωρίου,256,False,2.0,17.783
1120803010201,"Αρκοχώριον,το",256,,,
11208030103,Τοπική Κοινότητα Γιαννακοχωρίου,415,False,0.0,17.429
1120803010301,"Γιαννακοχώριον,το",415,,,
11208030104,Τοπική Κοινότητα Ροδοχωρίου,503,False,2.0,31.578
1120803010401,"Ροδοχώριον,το",490,,,
1120803010402,"Άγιος Παύλος,ο",4,,,
1120803010403,"Μεταμόρφωσις,η",9,,,
11208030105,Τοπική Κοινότητα Στενημάχου,710,False,0.0,12.788
1120803010501,"Στενήμαχος,η",710,,,
112080302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΘΕΜΙΩΝ,7534,,0.0,73.457
11208030201,Δημοτική Κοινότητα Κοπανού,1853,False,0.0,7.551
1120803020101,"Κοπανός,ο",1853,,,
11208030202,Τοπική Κοινότητα Επισκοπής Νάουσας,1623,False,0.0,16.16
1120803020201,"Επισκοπή,η",1623,,,
11208030203,Τοπική Κοινότητα Λευκαδίων,1021,False,0.0,8.279
1120803020301,"Λευκάδια,τα",1021,,,
11208030204,Τοπική Κοινότητα Μαρίνης,1181,False,0.0,16.307
1120803020401,"Μαρίνα,η",1042,,,
1120803020402,"Πολλά Νερά,τα",139,,,
11208030205,Τοπική Κοινότητα Μονοσπίτων,897,False,0.0,13.035
1120803020501,"Μονόσπιτα,τα",897,,,
11208030206,Τοπική Κοινότητα Χαριέσσης,959,False,0.0,12.125
1120803020601,"Χαρίεσσα,η",959,,,
112080303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΙΡΗΝΟΥΠΟΛΗΣ,3808,,0.0,50.422
11208030301,Τοπική Κοινότητα Αγγελοχωρίου,1701,False,0.0,14.5
1120803030101,"Αγγελοχώριον,το",1701,,,
11208030302,Τοπική Κοινότητα Ζερβοχωρίου,1340,False,0.0,24.122
1120803030201,"Άνω Ζερβοχώριον,το",731,,,
1120803030202,"Αρχάγγελος,ο",308,,,
1120803030203,"Παλαιόν Ζερβοχώριον,το",301,,,
11208030303,Τοπική Κοινότητα Πολυπλατάνου,767,False,0.0,11.8
1120803030301,"Πολυπλάτανος,ο",767,,,
11209,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΙΛΚΙΣ,80419,,,2524.743
1120901,ΔΗΜΟΣ ΚΙΛΚΙΣ,51926,,,1599.789
112090101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΙΛΚΙΣ,28745,,0.0,324.695
11209010101,Δημοτική Κοινότητα Κιλκίς,24274,True,0.0,110.268
1120901010101,"Κιλκίς,το",22914,,,
1120901010102,"Αργυρούπολις,η",423,,,
1120901010103,"Ζαχαράτον,το",196,,,
1120901010104,"Κολχίς,η",81,,,
1120901010105,"Μεταλλικόν,το",386,,,
1120901010106,"Ξηρόβρυση,η",171,,,
1120901010107,"Σεβαστόν,το",103,,,
11209010102,Τοπική Κοινότητα Βαπτιστού,344,False,0.0,16.734
1120901010201,"Βαπτιστής,ο",330,,,
1120901010202,"Κυριακαίικα,τα",14,,,
11209010103,Τοπική Κοινότητα Καστανεών,430,False,0.0,17.73
1120901010301,"Καστανέαι,αι",430,,,
11209010104,Τοπική Κοινότητα Κρηστώνης,988,False,0.0,15.665
1120901010401,"Κρηστώνη,η",988,,,
11209010105,Τοπική Κοινότητα Λειψυδρίου,304,False,0.0,40.181
1120901010501,"Λειψύδριον,το",51,,,
1120901010502,"Ακροποταμιά,η",128,,,
1120901010503,"Άνω Ποταμιά,η",62,,,
1120901010504,"Κάτω Ποταμιά,η",63,,,
11209010106,Τοπική Κοινότητα Μεγάλης Βρύσης,492,False,0.0,11.476
1120901010601,"Μεγάλη Βρύση,η",492,,,
11209010107,Τοπική Κοινότητα Μελανθίου,123,False,1.0,23.702
1120901010701,"Μελάνθιον,το",123,,,
11209010108,Τοπική Κοινότητα Μεσιανού,724,False,0.0,46.893
1120901010801,"Μεσιανόν,το",128,,,
1120901010802,"Δαφνοχώριον,το",43,,,
1120901010803,"Λεβεντοχώριον,το",273,,,
1120901010804,"Παλαιόν Γυναικόκαστρον,το",280,,,
11209010109,Τοπική Κοινότητα Σταυροχωρίου,398,False,0.0,11.593
1120901010901,"Σταυροχώριον,το",398,,,
11209010110,Τοπική Κοινότητα Χωρυγίου,668,False,0.0,30.453
1120901011001,"Χωρύγιον,το",668,,,
112090102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΑΛΛΙΚΟΥ,6343,,0.0,148.856
11209010201,Τοπική Κοινότητα Καμπάνη,1208,False,0.0,24.018
1120901020101,"Καμπάνης,ο",1170,,,
1120901020102,"Μύλος,ο",38,,,
11209010202,Τοπική Κοινότητα Γαλλικού,969,False,0.0,17.733
1120901020201,"Γαλλικός,ο",969,,,
11209010203,Τοπική Κοινότητα Μανδρών,475,False,0.0,11.745
1120901020301,"Μάνδραι,αι",475,,,
11209010204,Τοπική Κοινότητα Νέας Σάντας,2144,False,0.0,24.724
1120901020401,"Νέα Σάντα,η",1693,,,
1120901020402,"Παντελεήμων,ο",451,,,
11209010205,Τοπική Κοινότητα Πεδινού,839,False,0.0,26.706
1120901020501,"Πεδινόν,το",817,,,
1120901020502,"Πέρινθος,η",22,,,
11209010206,Τοπική Κοινότητα Χρυσοπέτρας,708,False,0.0,43.93
1120901020601,"Χρυσόπετρα,η",113,,,
1120901020602,"Λαοδικηνόν,το",186,,,
1120901020603,"Περιστέριον,το",150,,,
1120901020604,"Πυργωτός,ο",163,,,
1120901020605,"Φανάριον,το",96,,,
112090103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΟΪΡΑΝΗΣ,1404,,0.0,81.751
11209010301,Τοπική Κοινότητα Δροσάτου,902,False,0.0,31.88
1120901030101,"Δοϊράνη,η",83,,,
1120901030102,"Δροσάτον,το",713,,,
1120901030103,"Κορυφή,η",106,,,
11209010302,Τοπική Κοινότητα Ακρίτας,149,False,0.0,19.049
1120901030201,"Ακρίτας,ο",149,,,
11209010303,Τοπική Κοινότητα Αμαράντων,353,False,0.0,30.822
1120901030301,"Αμάραντα,τα",256,,,
1120901030302,"Άγιος Χαράλαμπος,ο",97,,,
112090104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΡΟΥΣΣΩΝ,4638,,1.0,588.755
11209010401,Τοπική Κοινότητα Τερπύλλου,692,False,0.0,45.432
1120901040101,"Τέρπυλλος,η",483,,,
1120901040102,"Διπόταμος,ο",141,,,
1120901040103,"Μεταξοχώριον,το",68,,,
11209010402,Τοπική Κοινότητα Αγίου Μάρκου,169,False,2.0,47.426
1120901040201,"Άγιος Μάρκος,ο",68,,,
1120901040202,"Άγιος Αντώνιος,ο",101,,,
11209010403,Τοπική Κοινότητα Αναβρυτού,99,False,1.0,34.114
1120901040301,"Αναβρυτόν,το",85,,,
1120901040302,"Πλαγιοχώριον,το",14,,,
11209010404,Τοπική Κοινότητα Αντιγονείας,288,False,1.0,28.273
1120901040401,"Αντιγόνεια,η",109,,,
1120901040402,"Γάβρα,η",69,,,
1120901040403,"Μονολίθιον,το",31,,,
1120901040404,"Μυλοχώριον,το",79,,,
11209010405,Τοπική Κοινότητα Βάθης,309,False,1.0,39.151
1120901040501,"Βάθη,η",309,,,
11209010406,Τοπική Κοινότητα Γερακαρίου,210,False,1.0,16.947
1120901040601,"Γερακάριον,το",168,,,
1120901040602,"Παλατιανόν,το",42,,,
11209010407,Τοπική Κοινότητα Ελληνικού,114,False,2.0,40.745
1120901040701,"Ελληνικόν,το",114,,,
11209010408,Τοπική Κοινότητα Επταλόφου,360,False,1.0,34.634
1120901040801,"Επτάλοφος,ο",360,,,
11209010409,Τοπική Κοινότητα Ευκαρπίας,514,False,0.0,13.039
1120901040901,"Ευκαρπία,η",514,,,
11209010410,Τοπική Κοινότητα Θεοδοσίων,229,False,2.0,20.25
1120901041001,"Θεοδόσια,τα",229,,,
11209010411,Τοπική Κοινότητα Ισώματος,293,False,1.0,52.637
1120901041101,"Ίσωμα,το",207,,,
1120901041102,"Ριζανά,τα",86,,,
11209010412,Τοπική Κοινότητα Κάτω Θεοδωρακίου,150,False,1.0,24.564
1120901041201,"Κάτω Θεοδωράκιον,το",97,,,
1120901041202,"Άνω Θεοδωράκιον,το",53,,,
11209010413,Τοπική Κοινότητα Κεντρικού,283,False,1.0,27.328
1120901041301,"Κεντρικόν,το",228,,,
1120901041302,"Μαυροπλαγιά,η",45,,,
1120901041303,"Πετράδες,οι",10,,,
11209010414,Τοπική Κοινότητα Κοιλαδίου,258,False,0.0,14.001
1120901041401,"Κοιλάδιον,το",91,,,
1120901041402,"Καλολίβαδον,το",12,,,
1120901041403,"Χειμαδιόν,το",155,,,
11209010415,Τοπική Κοινότητα Κοκκινιάς,136,False,1.0,23.515
1120901041501,"Κοκκινιά,η",73,,,
1120901041502,"Μελισσουργείον,το",63,,,
11209010416,Τοπική Κοινότητα Κορωνούδας,145,False,1.0,15.879
1120901041601,"Κορωνούδα,η",145,,,
11209010417,Τοπική Κοινότητα Ποντοκερασέας,133,False,2.0,70.852
1120901041701,"Ποντοκερασέα,η",83,,,
1120901041702,"Παρόχθιον,το",50,,,
11209010418,Τοπική Κοινότητα Τριποτάμου,54,False,2.0,17.507
1120901041801,"Διβούνιον,το",46,,,
1120901041802,"Τριπόταμος,ο",8,,,
11209010419,Τοπική Κοινότητα Φύσκας,202,False,1.0,22.461
1120901041901,"Φύσκα,η",152,,,
1120901041902,"Κατασκηνώσεις,αι",0,,,
1120901041903,"Σπουργίτης,ο",50,,,
112090105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΟΥΡΙΩΝ,2725,,1.0,138.147
11209010501,Τοπική Κοινότητα Σταθμού Μουριών,1183,False,1.0,45.137
1120901050101,"Σταθμός Μουριών,ο",1040,,,
1120901050102,"Αλεξάνδρα,η",143,,,
11209010502,Τοπική Κοινότητα Αγίας Παρασκευής,180,False,1.0,19.22
1120901050201,"Αγία Παρασκευή,η",180,,,
11209010503,Τοπική Κοινότητα Μουριών,604,False,1.0,54.282
1120901050301,"Μουριαί,αι",555,,,
1120901050302,"Καβαλλάρης,ο",33,,,
1120901050303,"Παλαιό Λιθωτό,το",16,,,
11209010504,Τοπική Κοινότητα Μυριοφύτου,758,False,1.0,19.508
1120901050401,"Μυριόφυτον,το",677,,,
1120901050402,"Καλλιρρόη,η",40,,,
1120901050403,"Νέον Μυριόφυτον,το",41,,,
112090106,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΙΚΡΟΛΙΜΝΗΣ,5442,,0.0,164.525
11209010601,Τοπική Κοινότητα Μικροκάμπου,731,False,0.0,23.804
1120901060101,"Μικρόκαμπος,ο",731,,,
11209010602,Τοπική Κοινότητα Ανθοφύτου,272,False,0.0,13.1
1120901060201,"Ανθόφυτον,το",272,,,
11209010603,Τοπική Κοινότητα Μαυρονερίου,915,False,0.0,31.68
1120901060301,"Μαυρονέριον,το",535,,,
1120901060302,"Άνω Απόστολοι,οι",267,,,
1120901060303,"Μέσοι Απόστολοι,οι",113,,,
11209010604,Τοπική Κοινότητα Νέου Αγιονερίου,1176,False,0.0,12.916
1120901060401,"Νέον Αγιονέριον,το",1176,,,
11209010605,Τοπική Κοινότητα Νέου Γυναικοκάστρου,1050,False,0.0,41.889
1120901060501,"Νέον Γυναικόκαστρον,το",578,,,
1120901060502,"Βακούφιον,το",16,,,
1120901060503,"Κάτω Απόστολοι,οι",408,,,
1120901060504,"Κοκάρτζα,η",48,,,
11209010606,Τοπική Κοινότητα Ξυλοκερατέας,412,False,0.0,22.682
1120901060601,"Ξυλοκερατέα,η",273,,,
1120901060602,"Μπακαίικα,τα",25,,,
1120901060603,"Πικρολίμνη,η",114,,,
11209010607,Τοπική Κοινότητα Παλαιού Αγιονερίου,886,False,0.0,18.454
1120901060701,"Παλαιόν Αγιονέριον,το",886,,,
112090107,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΧΕΡΣΟΥ,2629,,0.0,153.06
11209010701,Τοπική Κοινότητα Χέρσου,1073,False,0.0,42.174
1120901070101,"Χέρσο,το",814,,,
1120901070102,"Ελευθεροχώριον,το",126,,,
1120901070103,"Ηλιόφωτον,το",24,,,
1120901070104,"Καλίνδρια,η",109,,,
11209010702,Τοπική Κοινότητα Ηλιόλουστου,328,False,0.0,15.39
1120901070201,"Ηλιόλουστον,το",328,,,
11209010703,Τοπική Κοινότητα Μεγάλης Στέρνας,362,False,0.0,50.664
1120901070301,"Μεγάλη Στέρνα,η",312,,,
1120901070302,"Μιχαλίτσι,το",14,,,
1120901070303,"Σουλτογιανναίικα,τα",36,,,
11209010704,Τοπική Κοινότητα Πλαγιάς,866,False,0.0,44.832
1120901070401,"Πλαγιά,η",388,,,
1120901070402,"Αγία Κυριακή,η",108,,,
1120901070403,"Κορομηλέα,η",370,,,
1120902,ΔΗΜΟΣ ΠΑΙΟΝΙΑΣ,28493,,,924.954
112090201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΟΛΥΚΑΣΤΡΟΥ,11822,,0.0,315.476
11209020101,Δημοτική Κοινότητα Πολυκάστρου,7065,True,0.0,25.524
1120902010101,"Πολύκαστρον,το",7064,,,
1120902010102,"Κουλιναίικα,τα",0,,,
1120902010103,"Λατομείον,το",1,,,
11209020102,Τοπική Κοινότητα Αξιοχωρίου,313,False,0.0,20.815
1120902010201,"Αξιοχώριον,το",303,,,
1120902010202,"Νέον Σιράκιον,το",10,,,
11209020103,Τοπική Κοινότητα Άσπρου,774,False,0.0,23.024
1120902010301,"Άσπρος,ο",774,,,
11209020104,Τοπική Κοινότητα Βαφιοχωρίου,687,False,0.0,87
1120902010401,"Βαφιοχώριον,το",603,,,
1120902010402,"Βαλτούδιον,το",27,,,
1120902010403,"Κοτύλη,η",16,,,
1120902010404,"Ξηρόλακκος,ο",18,,,
1120902010405,"Χερσοτόπιον,το",23,,,
11209020105,Τοπική Κοινότητα Ειρηνικού,63,False,0.0,9.746
1120902010501,"Ειρηνικόν,το",63,,,
11209020106,Τοπική Κοινότητα Ευζώνων,919,False,0.0,56.479
1120902010601,"Εύζωνοι,οι",331,,,
1120902010602,"Μεταμόρφωσις,η",206,,,
1120902010603,"Πλατανιά,η",382,,,
1120902010604,"Τσολιάδες,οι",0,,,
11209020107,Τοπική Κοινότητα Κορώνας,44,False,1.0,11.812
1120902010701,"Κορώνα,η",44,,,
11209020108,Τοπική Κοινότητα Λιμνοτόπου,280,False,0.0,35.794
1120902010801,"Λιμνότοπος,ο",58,,,
1120902010802,"Νέα Καβάλα,η",140,,,
1120902010803,"Σιταριά,η",82,,,
1120902010804,"Χρυσόκαμπος,ο",0,,,
11209020109,Τοπική Κοινότητα Μικρού Δάσους,400,False,0.0,15.113
1120902010901,"Μικρόν Δάσος,το",400,,,
11209020110,Τοπική Κοινότητα Πευκοδάσους,577,False,0.0,14.236
1120902011001,"Πευκοδάσος,το",577,,,
11209020111,Τοπική Κοινότητα Ποντοηρακλείας,700,False,0.0,15.933
1120902011101,"Ποντοηράκλεια,η",692,,,
1120902011102,"Κάστρον,το",8,,,
112090202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΞΙΟΥΠΟΛΗΣ,5619,,1.0,285.6
11209020201,Δημοτική Κοινότητα Αξιουπόλεως,3049,True,0.0,70.57
1120902020101,"Αξιούπολη,η",2897,,,
1120902020102,"Πηγή,η",152,,,
11209020202,Τοπική Κοινότητα Γοργόπης,872,False,0.0,15.826
1120902020201,"Γοργόπη,η",872,,,
11209020203,Τοπική Κοινότητα Ειδομένης,309,False,0.0,28.165
1120902020301,"Ειδομένη,η",154,,,
1120902020302,"Δογάνης,ο",38,,,
1120902020303,"Χαμηλόν,το",117,,,
11209020204,Τοπική Κοινότητα Πλαγιών,224,False,0.0,13.9
1120902020401,"Πλάγια,τα",224,,,
11209020205,Τοπική Κοινότητα Ρυζιών,780,False,0.0,21.79
1120902020501,"Ρύζια,τα",389,,,
1120902020502,"Βαλτοτόπιον,το",215,,,
1120902020503,"Καμποχώριον,το",176,,,
11209020206,Τοπική Κοινότητα Σκρα,234,False,2.0,95.603
1120902020601,"Σκρα,το",187,,,
1120902020602,"Κούπα,η",47,,,
11209020207,Τοπική Κοινότητα Φανού,151,False,1.0,39.746
1120902020701,"Φανός,ο",151,,,
112090203,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΟΥΜΕΝΙΣΣΑΣ,6130,,1.0,210.763
11209020301,Δημοτική Κοινότητα Γουμένισσας,3609,True,0.0,30.307
1120902030101,"Γουμένισσα,η",3609,,,
11209020302,Τοπική Κοινότητα Γρίβας,770,False,2.0,21.516
1120902030201,"Γρίβα,η",770,,,
11209020303,Τοπική Κοινότητα Κάρπης,369,False,2.0,59.965
1120902030301,"Κάρπη,η",369,,,
11209020304,Τοπική Κοινότητα Καστανερής,180,False,2.0,28.893
1120902030401,"Καστανερή,η",180,,,
11209020305,Τοπική Κοινότητα Πενταλόφου,324,False,1.0,41.654
1120902030501,"Πεντάλοφον,το",203,,,
1120902030502,"Ομαλόν,το",121,,,
11209020306,Τοπική Κοινότητα Στάθης,398,False,0.0,8.816
1120902030601,"Στάθης,ο",398,,,
11209020307,Τοπική Κοινότητα Φιλυρίας,480,False,0.0,19.612
1120902030701,"Φιλυριά,η",246,,,
1120902030702,"Γερακών,ο",234,,,
112090204,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΥΡΩΠΟΥ,4518,,0.0,81.229
11209020401,Δημοτική Κοινότητα Ευρωπού,1734,False,0.0,25.932
1120902040101,"Ευρωπός,ο",1734,,,
11209020402,Τοπική Κοινότητα Αγίου Πέτρου,1505,False,0.0,21.465
1120902040201,"Άγιος Πέτρος,ο",1505,,,
11209020403,Τοπική Κοινότητα Μεσιάς,226,False,0.0,8.675
1120902040301,"Μεσιά,η",226,,,
11209020404,Τοπική Κοινότητα Πολυπέτρου,425,False,0.0,11.465
1120902040401,"Πολύπετρον,το",425,,,
11209020405,Τοπική Κοινότητα Τούμπας,628,False,0.0,13.692
1120902040501,"Τούμπα,η",628,,,
112090205,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΙΒΑΔΙΩΝ,404,,2.0,31.886
11209020501,Τοπική Κοινότητα Λιβαδίων,404,False,2.0,31.886
1120902050101,"Λιβάδια,τα",404,,,
11210,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ,139680,,,2507.093
1121001,ΔΗΜΟΣ ΕΔΕΣΣΑΣ,28814,,,611.002
112100101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΔΕΣΣΑΣ,25179,,1.0,321.899
