code,location,mon_plith,astikotita,orinotita,ekt
2423703010104,"Παραλία Κάτω Αχαΐας,η",91,,,
2423703010105,"Πίσω Συκέα,η",9,,,
24237030102,Τοπική Κοινότητα Αγιοβλασιτίκων,241,False,0.0,2.972
2423703010201,"Κάπελη,η",36,,,
2423703010202,"Αγιοβλασίτικα,τα",84,,,
2423703010203,"Λεύκος,ο",24,,,
2423703010204,"Στεναΐτικα,τα",97,,,
24237030103,Τοπική Κοινότητα Αλισσού,750,False,0.0,5.827
2423703010301,"Αλισσός,ο",418,,,
2423703010302,"Καμενίτσα,η",113,,,
2423703010303,"Παραλία Αλισσού,η",196,,,
2423703010304,"Προφήτης Ελισσαίος,ο",23,,,
24237030104,Τοπική Κοινότητα Άνω Αχαΐας,229,False,0.0,2.75
2423703010401,"Άνω Αχαΐα,η",229,,,
24237030105,Τοπική Κοινότητα Ελαιοχωρίου,238,False,0.0,7.427
2423703010501,"Ελαιοχώριον,το",238,,,
24237030106,Τοπική Κοινότητα Κάτω Αλισσού,570,False,0.0,4.176
2423703010601,"Κάτω Αλισσός,ο",469,,,
2423703010602,"Γιαλός,ο",101,,,
24237030107,Τοπική Κοινότητα Νιφοραιίκων,598,False,0.0,7.697
2423703010701,"Νιφοραίικα,τα",485,,,
2423703010702,"Παραλία Νιφοραιίκων,η",113,,,
24237030108,Τοπική Κοινότητα Πετροχωρίου,721,False,1.0,28.968
2423703010801,"Πετροχώριον,το",177,,,
2423703010802,"Βεσκουκαίικα,τα",79,,,
2423703010803,"Βυθούλκας,ο",35,,,
2423703010804,"Καρυά,η",294,,,
2423703010805,"Λαμπραίικα,τα",76,,,
2423703010806,"Λογοθέτης,ο",60,,,
242370302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΣΟΥ (ΛΑΡΙΣΟΥ),5650,,0.0,225.453
24237030201,Δημοτική Κοινότητα Μετοχίου,1483,False,0.0,46.593
2423703020101,"Μετόχιον,το",349,,,
2423703020102,"Βουπράσιον,το",6,,,
2423703020103,"Λάπας,ο",1000,,,
2423703020104,"Νέον Βουπράσιον,το",128,,,
24237030202,Τοπική Κοινότητα Αγίου Νικολάου Σπάτων,264,False,1.0,17.231
2423703020201,"Άγιος Νικόλαος,ο",197,,,
2423703020202,"Άγιος Κωνσταντίνος,ο",67,,,
2423703020203,"Μονή Αγίου Νικολάου,η",0,,,
24237030203,Τοπική Κοινότητα Απιδεώνος,309,False,0.0,8.752
2423703020301,"Απιδεών,ο",309,,,
24237030204,Τοπική Κοινότητα Αράξου,509,False,0.0,25.123
2423703020401,"Άραξος,ο",445,,,
2423703020402,"Ακρωτήριο Αράξου,το",35,,,
2423703020403,"Καλόγρια,η",29,,,
2423703020404,"Ταξιάρχαι,οι",0,,,
24237030205,Τοπική Κοινότητα Βελιτσών,404,False,1.0,18.493
2423703020501,"Άνω Βελιτσαί,αι",239,,,
2423703020502,"Κάτω Βελιτσαί,αι",165,,,
24237030206,Τοπική Κοινότητα Καγκαδίου,409,False,0.0,11.722
2423703020601,"Καγκάδιον,το",409,,,
24237030207,Τοπική Κοινότητα Λακκοπέτρας,782,False,0.0,25.261
2423703020701,"Λακκόπετρα,η",645,,,
2423703020702,"Ιονική Ακτή,η",26,,,
2423703020703,"Καρνάρι,το",80,,,
2423703020704,"Λιμανάκι,το",31,,,
24237030208,Τοπική Κοινότητα Ματαράγκας,282,False,1.0,20.772
2423703020801,"Ματαράγκα,η",117,,,
2423703020802,"Κεφαλαίικα,τα",165,,,
24237030209,Τοπική Κοινότητα Μιχοΐου,355,False,0.0,29.175
2423703020901,"Μιχόιον,το",235,,,
2423703020902,"Κάνδαλος,ο",51,,,
2423703020903,"Τσαμαίικα,τα",65,,,
2423703020904,"Ψευτέικα,τα",4,,,
24237030210,Τοπική Κοινότητα Πέτα,308,False,0.0,10.721
2423703021001,"Πέτας,ο",308,,,
24237030211,Τοπική Κοινότητα Ριόλου,545,False,0.0,11.61
2423703021101,"Ρίολος,ο",528,,,
2423703021102,"Μαζαίικα,τα",17,,,
242370303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΟΒΡΗΣ,4605,,0.0,86.19
24237030301,Τοπική Κοινότητα Σαγαιίκων,1868,False,0.0,27.959
2423703030101,"Σαγαίικα,τα",1038,,,
2423703030102,"Απόστολοι,οι",88,,,
2423703030103,"Βραχναίικα,τα",13,,,
2423703030104,"Γερουσαίικα,τα",557,,,
2423703030105,"Μπουταίικα,τα",149,,,
2423703030106,"Σταθμός,ο",23,,,
24237030302,Τοπική Κοινότητα Καραιίκων,726,False,0.0,12.029
2423703030201,"Καραίικα,τα",174,,,
2423703030202,"Γομοστόν,το",249,,,
2423703030203,"Καραμεσιναίικα,τα",158,,,
2423703030204,"Ράχη,η",145,,,
24237030303,Τοπική Κοινότητα Κρίνου,303,False,0.0,8.797
2423703030301,"Κρίνος,ο",303,,,
24237030304,Τοπική Κοινότητα Λιμνοχωρίου,965,False,0.0,18.288
2423703030401,"Λιμνοχώριον,το",278,,,
2423703030402,"Καλαμάκιον,το",502,,,
2423703030403,"Κάτω Λιμνοχώριον,το",169,,,
2423703030404,"Παραλία Καλαμακίου,η",16,,,
24237030305,Τοπική Κοινότητα Μύρτου,397,False,0.0,11.551
2423703030501,"Μύρτος,ο",180,,,
2423703030502,"Γιουλαίικα,τα",101,,,
2423703030503,"Πουρνάριον,το",116,,,
24237030306,Τοπική Κοινότητα Φράγκας,346,False,0.0,7.566
2423703030601,"Φράγκα,η",226,,,
2423703030602,"Σπαναίικα,τα",61,,,
2423703030603,"Τσακώνικα,τα",59,,,
242370304,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΩΛΕΝΙΑΣ,5434,,0.0,189.381
24237030401,Τοπική Κοινότητα Λουσικών,632,False,0.0,9.84
2423703040101,"Λουσικά,τα",454,,,
2423703040102,"Σπαλιαραίικα,τα",146,,,
2423703040103,"Υψηλή Ράχη,η",32,,,
24237030402,Τοπική Κοινότητα Αγίου Νικολάου Κράλης,330,False,0.0,5.593
2423703040201,"Καλαμάκιον,το",109,,,
2423703040202,"Άγιος Νικόλαος,ο",39,,,
2423703040203,"Αυγεραίικα,τα",61,,,
2423703040204,"Θωμαίικα,τα",74,,,
2423703040205,"Ποιμενοχώριον,το",47,,,
24237030403,Τοπική Κοινότητα Αγίου Στεφάνου,901,False,0.0,6.686
2423703040301,"Άγιος Στέφανος,ο",124,,,
2423703040302,"Παλαιά Περιστέρα,η",23,,,
2423703040303,"Φυλακές,οι",754,,,
24237030404,Τοπική Κοινότητα Άνω Σουδεναιίκων,271,False,0.0,4.201
2423703040401,"Άνω Σουδεναίικα,τα",271,,,
24237030405,Τοπική Κοινότητα Άρλας,335,False,1.0,11.908
2423703040501,"Άρλα,η",335,,,
24237030406,Τοπική Κοινότητα Αχαϊκού,192,False,0.0,3.861
2423703040601,"Αχαϊκόν,το",192,,,
24237030407,Τοπική Κοινότητα Γαλαναίϊκα,16,False,0.0,2.116
2423703040701,"Γαλαναίϊκα,τα",16,,,
24237030408,Τοπική Κοινότητα Γκανέϊκα,0,False,0.0,0.774
2423703040801,"Γκανέικα,τα",0,,,
24237030409,Τοπική Κοινότητα Κάτω Μαζαράκι,714,False,0.0,9.484
2423703040901,"Κάτω Μαζαράκιον,το",714,,,
24237030410,Τοπική Κοινότητα Μιτοπόλεως,349,False,1.0,16.769
2423703041001,"Μιτόπολις,η",197,,,
2423703041002,"Κώμη,η",77,,,
2423703041003,"Σουβαλιωτέικα,τα",75,,,
24237030411,Τοπική Κοινότητα Πορτών,256,False,1.0,25.617
2423703041101,"Πόρται,αι",256,,,
24237030412,Τοπική Κοινότητα Σαντομερίου,314,False,1.0,28.517
2423703041201,"Σαντομέριον,το",164,,,
2423703041202,"Αμπελάκια,τα",41,,,
2423703041203,"Μονή Αγίας Μαρίνης Μαρίτσης,η",4,,,
2423703041204,"Πολύλοφον,το",105,,,
24237030413,Τοπική Κοινότητα Φλόκα,189,False,1.0,16.179
2423703041301,"Φλόκας,ο",111,,,
2423703041302,"Ζησιμαίικα,τα",78,,,
24237030414,Τοπική Κοινότητα Φωσταίνης,219,False,0.0,6.992
2423703041401,"Φώσταινα,η",219,,,
24237030415,Τοπική Κοινότητα Χαραυγής,317,False,1.0,29.651
2423703041501,"Χαραυγή,η",70,,,
2423703041502,"Νεοχώριον,το",100,,,
2423703041503,"Πηγάδια,τα",147,,,
24237030416,Τοπική Κοινότητα Χαϊκαλίου,399,False,0.0,11.193
2423703041601,"Χαϊκάλιον,το",317,,,
2423703041602,"Κατσαϊταίικα,τα",42,,,
2423703041603,"Κουνελαίικα,τα",40,,,
2423704,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ,8877,,,585.204
242370401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΑΡΡΩΝ,5076,,1.0,242.649
24237040101,Τοπική Κοινότητα Χαλανδρίτσης,1047,False,1.0,26.435
2423704010101,"Χαλανδρίτσα,η",913,,,
2423704010102,"Κυδωνιές,οι",14,,,
2423704010103,"Μαστοραίικα - Σταμαίικα,τα",120,,,
24237040102,Τοπική Κοινότητα Βασιλικού,733,False,0.0,15.926
2423704010201,"Βασιλικόν,το",411,,,
2423704010202,"Αγριλιά,η",96,,,
2423704010203,"Κυδωνίαι,αι",91,,,
2423704010204,"Στέρνα,η",37,,,
2423704010205,"Στεφάνη,η",98,,,
24237040103,Τοπική Κοινότητα Ελληνικού,260,False,1.0,18.03
2423704010301,"Ελληνικόν,το",84,,,
2423704010302,"Αγία Ελεούσα,η",61,,,
2423704010303,"Βαλματούρα,η",15,,,
2423704010304,"Κανελλάκι,το",33,,,
2423704010305,"Κούμαρης,ο",11,,,
2423704010306,"Νεοχώριον,το",24,,,
2423704010307,"Χρυσαυγή,η",32,,,
24237040104,Τοπική Κοινότητα Ισώματος,452,False,0.0,8.896
2423704010401,"Ίσωμα,το",452,,,
24237040105,Τοπική Κοινότητα Καλανίστρας,107,False,2.0,21.752
2423704010501,"Καλανίστρα,η",51,,,
2423704010502,"Ροδιά,η",56,,,
24237040106,Τοπική Κοινότητα Καλάνου,124,False,2.0,6.441
2423704010601,"Κάλανος,ο",124,,,
24237040107,Τοπική Κοινότητα Καλουσίου,163,False,2.0,22
2423704010701,"Καλούσιον,το",163,,,
24237040108,Τοπική Κοινότητα Καταρράκτου,93,False,2.0,10.594
2423704010801,"Καταρράκτης,ο",93,,,
24237040109,Τοπική Κοινότητα Κριθαρακίων,190,False,0.0,8.627
2423704010901,"Κριθαράκια,τα",98,,,
2423704010902,"Αστέριον,το",92,,,
24237040110,Τοπική Κοινότητα Λακκωμάτων,133,False,2.0,21.372
2423704011001,"Λακκώματα,τα",113,,,
2423704011002,"Τσαπουρνιά,η",20,,,
24237040111,Τοπική Κοινότητα Μιραλίου,87,False,2.0,12.992
2423704011101,"Μιράλιον,το",87,,,
24237040112,Τοπική Κοινότητα Νέου Κομπηγαδίου,124,False,2.0,12.516
2423704011201,"Νέον Κομπηγάδιον,το",97,,,
2423704011202,"Μίχας,ο",0,,,
2423704011203,"Πλάτανος,ο",27,,,
24237040113,Τοπική Κοινότητα Πλατανόβρυσης,403,False,1.0,14.31
2423704011301,"Πλατανόβρυση,η",200,,,
2423704011302,"Αγία Παρασκευή,η",57,,,
2423704011303,"Κάτω Πλατανόβρυση,η",98,,,
2423704011304,"Κοίμησις,η",48,,,
24237040114,Τοπική Κοινότητα Σταροχωρίου,458,False,0.0,18.879
2423704011401,"Άνω Σταροχώρι,το",77,,,
2423704011402,"Δαφνούλα,η",239,,,
2423704011403,"Κάτω Σταροχώρι,το",94,,,
2423704011404,"Τρούσας,ο",48,,,
24237040115,Τοπική Κοινότητα Φαρών,519,False,0.0,11.36
2423704011501,"Φαραί,αι",466,,,
2423704011502,"Πρέβεδος,ο",53,,,
24237040116,Τοπική Κοινότητα Χρυσοπηγής,183,False,2.0,12.519
2423704011601,"Χρυσοπηγή,η",129,,,
2423704011602,"Άνω Χρυσοπηγή,η",54,,,
242370402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΕΝΤΖΙΟΥ,380,,1.0,23.963
24237040201,Τοπική Κοινότητα Καλεντζίου,380,False,1.0,23.963
2423704020101,"Άγιος Γεώργιος,ο",100,,,
2423704020102,"Αβράμιον,το",68,,,
2423704020103,"Καλέντζιον,το",71,,,
2423704020104,"Μπαντσαίικα,τα",141,,,
242370403,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΕΟΝΤΙΟΥ,335,,2.0,72.04
24237040301,Τοπική Κοινότητα Λεοντίου,284,False,2.0,38.48
2423704030101,"Λεόντιον,το",246,,,
2423704030102,"Βεταίικα,τα",27,,,
2423704030103,"Γολέμι,το",5,,,
2423704030104,"Θωμέικα,τα",2,,,
2423704030105,"Κατσαϊτέικα,τα",1,,,
2423704030106,"Κουναβαίικα,τα",3,,,
2423704030107,"Οβρυόκαμπος,ο",0,,,
24237040302,Τοπική Κοινότητα Άνω Μαζαράκι,12,False,2.0,24.299
2423704030201,"Άνω Μαζαράκιον,το",12,,,
24237040303,Τοπική Κοινότητα Δεμεστίχων,39,False,2.0,9.261
2423704030301,"Δεμέστιχα,τα",39,,,
242370404,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΤΑΙΑΣ,3086,,1.0,246.552
24237040401,Τοπική Κοινότητα Σταυροδρομίου,278,False,1.0,12.389
2423704040101,"Σταυροδρόμιον,το",153,,,
2423704040102,"Ξηροχώριον,το",69,,,
2423704040103,"Πανουσαίικα,τα",29,,,
2423704040104,"Ράχη,η",27,,,
24237040402,Τοπική Κοινότητα Αγίας Βαρβάρας,185,False,1.0,17.038
2423704040201,"Αγία Βαρβάρα,η",114,,,
2423704040202,"Γάλαρος,ο",71,,,
24237040403,Τοπική Κοινότητα Αγίας Μαρίνης,54,False,1.0,8.545
2423704040301,"Αγία Μαρίνα,η",19,,,
2423704040302,"Κάτω Αγία Μαρίνα,η",35,,,
24237040404,Τοπική Κοινότητα Αλεποχωρίου,236,False,2.0,18.468
2423704040401,"Άγιος Δημήτριος,ο",137,,,
2423704040402,"Αλεποχώριον,το",99,,,
24237040405,Τοπική Κοινότητα Βελιμαχίου,72,False,2.0,11.851
2423704040501,"Βελιμάχιον,το",69,,,
2423704040502,"Μονή Αγίων Πάντων,η",3,,,
24237040406,Τοπική Κοινότητα Δροσιάς,383,False,2.0,33.672
2423704040601,"Δροσιά,η",186,,,
2423704040602,"Κάτω Δροσιά,η",83,,,
2423704040603,"Κουμπέριον,το",53,,,
2423704040604,"Πτέρη,η",61,,,
24237040407,Τοπική Κοινότητα Ερυμανθείας,173,False,1.0,10.034
2423704040701,"Ερυμάνθεια,η",173,,,
24237040408,Τοπική Κοινότητα Κάλφα,140,False,0.0,6.214
2423704040801,"Κάλφας,ο",111,,,
2423704040802,"Μασουραίικα,τα",29,,,
24237040409,Τοπική Κοινότητα Μανεσίου Πατρών,307,False,1.0,18.112
2423704040901,"Μανέσιον,το",87,,,
2423704040902,"Γολέμιον,το",63,,,
2423704040903,"Κάτω Μαστραντώνιον,το",129,,,
2423704040904,"Μαστραντώνης,ο",28,,,
24237040410,Τοπική Κοινότητα Ρουπακιάς,131,False,1.0,22.875
2423704041001,"Ρουπακιά,η",131,,,
24237040411,Τοπική Κοινότητα Σκιαδά,660,False,1.0,31.656
2423704041101,"Σκιαδάς,ο",353,,,
2423704041102,"Καρπέτα,το",112,,,
2423704041103,"Μονή Κοιμήσεως Θεοτόκου Νοτενών,η",1,,,
2423704041104,"Μπαράκες,οι",101,,,
2423704041105,"Πηγάδια,τα",93,,,
24237040412,Τοπική Κοινότητα Σκούρα,156,False,0.0,14.265
2423704041201,"Σκούρας,ο",120,,,
2423704041202,"Καρδάσι,το",36,,,
24237040413,Τοπική Κοινότητα Σπαρτιάς,152,False,2.0,24.043
2423704041301,"Σπαρτιά,η",50,,,
2423704041302,"Κυπαρίσσιον,το",102,,,
24237040414,Τοπική Κοινότητα Χιόνας,159,False,1.0,17.39
2423704041401,"Χιόνα,η",159,,,
2423705,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ,11045,,,1058.3
242370501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΑΒΡΥΤΩΝ,6011,,2.0,531.58
24237050101,Τοπική Κοινότητα Καλαβρύτων,1829,False,2.0,66.129
2423705010101,"Καλάβρυτα,τα",1674,,,
2423705010102,"Αυλών,ο",31,,,
2423705010103,"Βραχνίον,το",13,,,
2423705010105,"Κραστικοί,οι",54,,,
2423705010106,"Μονή Αγίας Λαύρας,η",10,,,
2423705010107,"Σούβαρδον,το",38,,,
2423705010108,"Στάση Κερπινής,η",9,,,
24237050102,Τοπική Κοινότητα Άνω Βλασίας,165,False,2.0,26.789
2423705010201,"Άνω Βλασία,η",165,,,
24237050103,Τοπική Κοινότητα Άνω Λουσών,115,False,2.0,31.218
2423705010301,"Άνω Λουσοί,οι",111,,,
2423705010302,"Βαλβούσια,τα",4,,,
24237050104,Τοπική Κοινότητα Βάλτας,82,False,2.0,9.786
2423705010401,"Βάλτα,η",82,,,
24237050105,Τοπική Κοινότητα Βιλιβίνης,66,False,2.0,12.19
2423705010501,"Βιλιβίνα,η",66,,,
24237050106,Τοπική Κοινότητα Γουμένισσας,297,False,2.0,14.208
2423705010601,"Γουμένισσα,η",297,,,
24237050107,Τοπική Κοινότητα Δουμενών,156,False,2.0,13.189
2423705010701,"Δουμενά,τα",156,,,
24237050108,Τοπική Κοινότητα Δροσάτου,177,False,2.0,10.956
2423705010801,"Δροσάτον,το",177,,,
24237050109,Τοπική Κοινότητα Καλλιφωνίου,61,False,2.0,12.23
2423705010901,"Καλλιφώνιον,το",61,,,
24237050110,Τοπική Κοινότητα Κανδάλου,27,False,2.0,4.282
2423705011001,"Κάνδαλος,ο",27,,,
24237050111,Τοπική Κοινότητα Κάτω Βλασίας,131,False,2.0,20.598
2423705011101,"Κάτω Βλασία,η",115,,,
2423705011103,"Μενυχταίικα,τα",2,,,
2423705011104,"Μετόχιον,το",13,,,
2423705011105,"Μονή Αγίου Νικολάου Βλασίας,η",1,,,
24237050112,Τοπική Κοινότητα Κάτω Ζαχλωρούς,53,False,2.0,17.99
2423705011201,"Κάτω Ζαχλωρού,η",38,,,
2423705011202,"Άνω Ζαχλωρού,η",0,,,
2423705011203,"Μονή Μεγάλου Σπηλαίου,η",15,,,
24237050113,Τοπική Κοινότητα Κάτω Λουσών,59,False,2.0,20.896
2423705011301,"Κάτω Λουσοί,οι",54,,,
2423705011302,"Λουσικόν,το",5,,,
24237050114,Τοπική Κοινότητα Κερπινής,173,False,2.0,19.626
2423705011401,"Κερπινή,η",173,,,
24237050115,Τοπική Κοινότητα Κερτέζης,365,False,2.0,27.637
2423705011501,"Κέρτεζη,η",365,,,
24237050116,Τοπική Κοινότητα Κορφών,108,False,2.0,5.908
2423705011601,"Κορφαί,αι",108,,,
24237050117,Τοπική Κοινότητα Κούτελης,67,False,2.0,16.833
2423705011701,"Κούτελη,η",57,,,
2423705011702,"Παλαιά Κούτελη,η",10,,,
24237050118,Τοπική Κοινότητα Κρυονερίου,96,False,2.0,5.002
2423705011801,"Κρυονέριον,το",96,,,
24237050119,Τοπική Κοινότητα Λαγοβουνίου,53,False,2.0,6.143
2423705011901,"Λαγοβούνιον,το",53,,,
24237050120,Τοπική Κοινότητα Λαπαναγών,20,False,2.0,23.444
2423705012001,"Λαπαναγοί,οι",20,,,
24237050121,Τοπική Κοινότητα Μανεσίου Καλαβρύτων,225,False,2.0,17.86
2423705012101,"Μανέσιον,το",201,,,
2423705012102,"Μπούμπουκας,ο",24,,,
24237050122,Τοπική Κοινότητα Μικρού Ποντιά,310,False,2.0,24.701
2423705012201,"Μικρός Ποντιάς,ο",117,,,
2423705012202,"Καρούσιον,το",109,,,
2423705012203,"Λομποκάς,ο",20,,,
2423705012204,"Μέγας Ποντιάς,ο",64,,,
24237050123,Τοπική Κοινότητα Πετσάκων,196,False,2.0,19.684
2423705012301,"Πετσάκοι,οι",168,,,
2423705012302,"Μπόσι,το",28,,,
24237050124,Τοπική Κοινότητα Πλατανιωτίσσης,110,False,2.0,13.519
2423705012401,"Πλατανιώτισσα,η",109,,,
2423705012402,"Δίγελα,η",0,,,
2423705012403,"Σπαρτινού,η",1,,,
24237050125,Τοπική Κοινότητα Πριολίθου,91,False,2.0,13.057
2423705012501,"Πριόλιθος,ο",91,,,
24237050126,Τοπική Κοινότητα Προφήτου Ηλιού,106,False,2.0,11.594
2423705012601,"Προφήτης Ηλίας,ο",70,,,
2423705012602,"Μουρίκιον,το",36,,,
24237050127,Τοπική Κοινότητα Ρογών,100,False,2.0,11.548
2423705012701,"Ρογοί,οι",100,,,
24237050128,Τοπική Κοινότητα Σιγουνίου,93,False,2.0,15.07
2423705012801,"Σιγούνιον,το",79,,,
2423705012802,"Λεύκη,η",14,,,
24237050129,Τοπική Κοινότητα Σκεπαστού,514,False,2.0,24.377
2423705012901,"Σκεπαστόν,το",514,,,
24237050130,Τοπική Κοινότητα Τρεχλού,106,False,2.0,5.964
2423705013001,"Τρεχλόν,το",70,,,
2423705013002,"Λαπάθεια,η",36,,,
24237050131,Τοπική Κοινότητα Φλαμπούρων,60,False,2.0,9.152
2423705013101,"Φλάμπουρα,τα",35,,,
2423705013102,"Νεοχώριον,το",10,,,
2423705013103,"Ορθολίθιον,το",15,,,
242370502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΟΑΝΙΑΣ,1619,,2.0,174.938
24237050201,Τοπική Κοινότητα Ψωφίδος,279,False,2.0,18.591
2423705020101,"Τριπόταμα,τα",50,,,
2423705020102,"Άνω Τριπόταμα,τα",58,,,
2423705020103,"Άνω Ψωφίς,η",19,,,
2423705020104,"Βασιλική,η",14,,,
2423705020105,"Κάτω Τριπόταμα,τα",106,,,
2423705020106,"Ψωφίς,η",32,,,
24237050202,Τοπική Κοινότητα Αγραμπέλων,99,False,2.0,25.466
2423705020201,"Πλατανίτσα,η",58,,,
2423705020202,"Αγράμπελα,τα",41,,,
24237050203,Τοπική Κοινότητα Αγριδίου,92,False,2.0,11.58
2423705020301,"Αγρίδιον,το",92,,,
24237050204,Τοπική Κοινότητα Αλεσταίνης,13,False,2.0,7.768
2423705020401,"Αλέσταινα,η",13,,,
24237050205,Τοπική Κοινότητα Αναστάσεως,76,False,2.0,9.964
2423705020501,"Ανάστασις,η",71,,,
2423705020502,"Μονή Αγίων Θεοδώρων,η",5,,,
24237050206,Τοπική Κοινότητα Αροανίας,46,False,2.0,5.651
2423705020601,"Αροανία,η",46,,,
24237050207,Τοπική Κοινότητα Δεσινού,37,False,2.0,5.838
2423705020701,"Δεσινόν,το",37,,,
24237050208,Τοπική Κοινότητα Καμενιάνων,116,False,2.0,11.596
2423705020801,"Καμενιάνοι,οι",85,,,
2423705020802,"Δροβολοβόν,το",31,,,
24237050209,Τοπική Κοινότητα Λεχουρίου,288,False,2.0,23.338
2423705020901,"Λεχούριον,το",209,,,
2423705020902,"Κερασέα,η",73,,,
2423705020903,"Σέλλιον,το",6,,,
24237050210,Τοπική Κοινότητα Λιβαρτζίου,211,False,2.0,25.863
2423705021001,"Λιβάρτζιον,το",164,,,
2423705021002,"Λιβάδιον,το",12,,,
2423705021003,"Λιβαρτζινόν,το",35,,,
24237050211,Τοπική Κοινότητα Πλάκας,99,False,2.0,10.52
2423705021101,"Πλάκα,η",99,,,
24237050212,Τοπική Κοινότητα Σειρών,263,False,2.0,18.763
2423705021201,"Σειραί,αι",76,,,
2423705021202,"Άγιοι Θεόδωροι,οι",8,,,
2423705021203,"Άγιος Γεώργιος,ο",65,,,
2423705021204,"Θωμαίϊκα,τα",45,,,
2423705021205,"Κρήνη,η",69,,,
242370503,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΛΕΙΤΟΡΟΣ (ΚΛΕΙΤΟΡΙΑΣ),2360,,2.0,252.589
24237050301,Τοπική Κοινότητα Κλειτορίας,713,False,2.0,48.612
2423705030101,"Κλειτορία,η",650,,,
2423705030102,"Βάλτος,ο",0,,,
2423705030103,"Ελατόφυτον,το",4,,,
2423705030104,"Ζαρέλια,τα",7,,,
2423705030105,"Καλλιθέα,η",52,,,
24237050302,Τοπική Κοινότητα Αγίου Νικολάου,52,False,2.0,5.106
2423705030201,"Άγιος Νικόλαος,ο",52,,,
24237050303,Τοπική Κοινότητα Άνω Κλειτορίας,50,False,2.0,12.878
2423705030301,"Άνω Κλειτορία,η",50,,,
24237050304,Τοπική Κοινότητα Άρμπουνα,52,False,2.0,13.215
2423705030401,"Άρμπουνας,ο",41,,,
2423705030402,"Καλαμάκιον,το",11,,,
24237050305,Τοπική Κοινότητα Γλάστρας,61,False,2.0,5.63
2423705030501,"Άγιος Βλάσιος,ο",53,,,
2423705030502,"Γλάστρα,η",8,,,
24237050306,Τοπική Κοινότητα Δρυμού,58,False,2.0,10.443
2423705030601,"Δρυμός,ο",21,,,
2423705030602,"Κάτω Δρυμός,ο",37,,,
24237050307,Τοπική Κοινότητα Καστελλίου,18,False,2.0,4.649
2423705030701,"Καστέλλιον,το",18,,,
24237050308,Τοπική Κοινότητα Καστρίων,78,False,2.0,14.606
2423705030801,"Καστρία,τα",78,,,
24237050309,Τοπική Κοινότητα Κλείτορος,20,False,2.0,7.558
2423705030901,"Κλείτωρ,ο",20,,,
24237050310,Τοπική Κοινότητα Κρινοφύτων,139,False,2.0,15.744
2423705031001,"Κρινόφυτα,τα",139,,,
24237050311,Τοπική Κοινότητα Λευκασίου,89,False,2.0,13.439
2423705031101,"Λευκάσιον,το",89,,,
24237050312,Τοπική Κοινότητα Λυκουρίας,449,False,2.0,35.939
2423705031201,"Λυκουρία,η",430,,,
2423705031202,"Κερασιά,η",14,,,
2423705031203,"Σπηλιά,η",5,,,
24237050313,Τοπική Κοινότητα Παγκρατίου,145,False,2.0,17.784
2423705031301,"Παγκράτιον,το",63,,,
2423705031302,"Παγκραταίικα Καλύβια,τα",49,,,
2423705031303,"Σελλά,τα",16,,,
2423705031304,"Στενόν,το",17,,,
24237050314,Τοπική Κοινότητα Πλανητέρου,197,False,2.0,11.93
2423705031401,"Πλανητέρον,το",197,,,
24237050315,Τοπική Κοινότητα Τουρλάδας,28,False,2.0,12.5
2423705031501,"Τουρλάδα,η",28,,,
24237050316,Τοπική Κοινότητα Φιλίων,211,False,2.0,22.556
2423705031601,"Φίλια,τα",130,,,
2423705031602,"Άγιοι Θεόδωροι,οι",9,,,
2423705031603,"Ζευγολατιόν,το",18,,,
2423705031604,"Καλύβια,τα",52,,,
2423705031605,"Μονή Αγίου Αθανασίου,η",2,,,
242370504,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΪΩΝ,1055,,2.0,99.193
24237050401,Τοπική Κοινότητα Δάφνης,436,False,2.0,30.329
2423705040101,"Δάφνη,η",436,,,
24237050402,Τοπική Κοινότητα Αμυγδαλέας,43,False,2.0,4.903
2423705040201,"Αμυγδαλέα,η",43,,,
24237050403,Τοπική Κοινότητα Νασίων,28,False,2.0,6.887
2423705040301,"Νάσια,τα",28,,,
24237050404,Τοπική Κοινότητα Πάου,298,False,2.0,28.687
2423705040401,"Πάος,ο",253,,,
2423705040402,"Βεσίνιον,το",10,,,
2423705040403,"Δεχουναίικα,τα",18,,,
2423705040404,"Παλαιός Πάος,ο",0,,,
2423705040405,"Ποταμιά,η",17,,,
24237050405,Τοπική Κοινότητα Πεύκου,66,False,2.0,5.498
2423705040501,"Πεύκον,το",66,,,
