,code,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev,astikotita,orinotita
1415,1121101040201,Παραλία,1124,1232,1220,1476,720,765,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΑΡΑΛΙΑΣ,Παραλίας,Παραλία,η,η,,,,False,0.0
1416,1121101040301,Περίστασιδα,2545,2603,2168,2232,1695,1730,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΑΡΑΛΙΑΣ,Περιστάσης,Περίστασις,η,η,,,,True,0.0
1417,1121101050101,Κάτω Μηλιά,869,878,975,997,411,423,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Μηλιάς,Κάτω Μηλιά,η,η,,,,False,2.0
1418,1121101050102,Άνω Μηλέα,6,6,28,55,39,43,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Μηλιάς,Άνω Μηλέα,η,η,,,,False,2.0
1419,1121101050103,Καρυές,187,187,221,222,184,183,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Μηλιάς,Καρυές,οι,οι,40.23889,22.2949,,False,2.0
1420,1121101050104,Μεσαία Μηλιά,352,343,432,429,969,994,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Μηλιάς,Μεσαία Μηλιά,η,η,,,,False,2.0
1421,1121101050105,Φτέρη,16,16,1,49,0,12,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Μηλιάς,Φτέρη,η,η,40.19462,22.14882,,False,2.0
1422,1121101050201,Άγιος Δημήτριος,627,623,838,907,864,973,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Αγίου Δημητρίου,Άγιος Δημήτριος,ο,ο,40.15559,22.23048,,False,2.0
1423,1121101050301,Λόφος,1496,1530,1692,1726,1531,1608,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Λόφου,Λόφος,ο,ο,40.24395,22.38033,,False,0.0
1424,1121101050302,Ράχη,423,432,498,523,456,483,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Λόφου,Ράχη,η,η,40.24364,22.35974,,False,0.0
1425,1121101050401,Μοσχοχώρι,516,513,486,500,453,464,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Μοσχοχωρίου,Μοσχοχώριον,το,το,40.26564,22.39651,,False,0.0
1426,1121101050501,Φωτεινά,358,357,417,423,450,464,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Φωτεινών,Φωτεινά,τα,τα,40.22069,22.31262,,False,2.0
1427,1121101050502,Πέτρα,37,37,64,120,54,78,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Φωτεινών,Πέτρα,η,η,,,,False,2.0
1428,1121101050503,Σκοτεινά,1,1,15,47,8,8,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Φωτεινών,Σκοτεινά,τα,τα,40.20446,22.2373,,False,2.0
1429,1121101050504,Ψυχιατρικό Νοσοκομείο Πέτρας Ολύμπου,0,0,229,248,304,333,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΕΤΡΑΣ,Φωτεινών,Ψυχιατρικό Νοσοκομείο Πέτρας Ολύμπου,το,το,40.19806,22.31917,,False,2.0
1430,1121101060101,Ρητίνη,1138,1134,1541,1674,1500,1578,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΙΕΡΙΩΝ,Ρητίνης,Ρητίνη,η,η,40.28835,22.28361,,False,2.0
1431,1121101060201,Βρία,414,411,396,422,382,394,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΙΕΡΙΩΝ,Βρίας,Βρία,η,η,40.27447,22.32209,,False,2.0
1432,1121101060301,Ελατοχώρι,533,550,610,715,628,681,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,ΠΙΕΡΙΩΝ,Ελατοχωρίου,Ελατοχώριον,το,το,40.31948,22.25804,,False,2.0
1433,1121102010101,Λιτόχωρο,6995,6942,6529,6697,6457,6656,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΛΙΤΟΧΩΡΟΥ,Λιτοχώρου,Λιτόχωρον,το,το,,,,True,1.0
1434,1121102010102,Καλύβια Βαρικού,38,42,30,38,8,16,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΛΙΤΟΧΩΡΟΥ,Λιτοχώρου,Καλύβια Βαρικού,τα,τα,40.18445,22.55681,,True,1.0
1435,1121102010103,Λιμήν Λιτοχώρου,9,196,34,38,35,42,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΛΙΤΟΧΩΡΟΥ,Λιτοχώρου,Λιμήν Λιτοχώρου,ο,ο,,,,True,1.0
1436,1121102010104,Μονή Αγίου Διονυσίου,25,25,26,26,15,16,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΛΙΤΟΧΩΡΟΥ,Λιτοχώρου,Μονή Αγίου Διονυσίου,η,η,,,,True,1.0
1437,1121102010105,Πλάκα,192,299,170,212,83,134,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΛΙΤΟΧΩΡΟΥ,Λιτοχώρου,Πλάκα,η,η,40.09971,22.56223,,True,1.0
1438,1121102020101,Λεπτοκαρυά,3700,3840,3513,4225,3192,3366,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Λεπτοκαρυάς,Λεπτοκαρυά,η,η,,,,True,2.0
1439,1121102020201,Παντελεήμων,11,11,21,34,34,86,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Παντελεήμονος,Παντελεήμων,ο,ο,40.00258,22.59433,,False,1.0
1440,1121102020202,Νέος Παντελεήμων,810,803,831,861,860,890,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Παντελεήμονος,Νέος Παντελεήμων,ο,ο,40.00258,22.59433,,False,1.0
1441,1121102020203,Παραλία Παντελεήμονος,90,88,116,292,78,128,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Παντελεήμονος,Παραλία Παντελεήμονος,η,η,,,,False,1.0
1442,1121102020301,Πλαταμών,2013,2226,1996,2197,1487,1586,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Πλαταμώνος,Πλαταμών,ο,ο,39.98655,22.62333,,True,1.0
1443,1121102020401,Νέοι Πόροι,733,760,678,691,576,631,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Πόρων,Νέοι Πόροι,οι,οι,39.97732,22.6498,,False,1.0
1444,1121102020402,Άγιος Δημήτριος,14,14,30,29,39,39,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Πόρων,Άγιος Δημήτριος,ο,ο,40.15559,22.23048,,False,1.0
1445,1121102020403,Πόροι,23,22,20,21,42,53,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Πόρων,Πόροι,οι,οι,,,,False,1.0
1446,1121102020501,Σκοτίνα,883,878,925,957,922,967,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Σκοτίνης,Σκοτίνα,η,η,,,,False,2.0
1447,1121102020502,Άνω Σκοτίνα,0,0,1,0,0,0,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Σκοτίνης,Άνω Σκοτίνα,η,η,39.99292,22.53253,,False,2.0
1448,1121102020503,Παραλία Σκοτίνης,66,64,67,67,68,108,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,Σκοτίνης,Παραλία Σκοτίνης,η,η,,,,False,2.0
1449,1121102030101,Κονταριώτισσα,1662,1668,1885,1980,1703,1717,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Κονταριωτίσσης,Κονταριώτισσα,η,η,40.22754,22.461,,False,0.0
1450,1121102030201,Άγιος Σπυρίδων,1489,1490,1468,1558,1280,1337,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Αγίου Σπυρίδωνος,Άγιος Σπυρίδων,ο,ο,40.20778,22.44311,,False,0.0
1451,1121102030301,Βροντού,1902,1915,2010,2081,1787,1800,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Βροντούς,Βροντού,η,η,40.19356,22.43203,,False,1.0
1452,1121102030401,Δί,1130,1147,1314,1336,1140,1149,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Δίου,Δίον,το,το,40.17169,22.48463,,False,2.0
1453,1121102030402,Πλατανάκια,294,294,216,218,143,151,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Δίου,Πλατανάκια,τα,τα,40.16353,22.49118,,False,2.0
1454,1121102030501,Καρίτσα,2025,2013,2202,2220,2229,2205,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Καρίτσης,Καρίτσα,η,η,40.18745,22.48171,,True,0.0
1455,1121102030601,Νέα Έφεσος,1564,1560,1790,1859,1430,1516,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΔΙΟΥ - ΟΛΥΜΠΟΥ,ΔΙΟΥ,Νέας Εφέσου,Νέα Έφεσος,η,η,40.22923,22.49811,,False,0.0
1456,1121103010101,Αιγίνι,4153,4137,4149,4280,4264,4289,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΑΙΓΙΝΙΟΥ,Αιγινίου,Αιγίνιον,το,το,,,,True,0.0
1457,1121103010102,Μεγάλη Γέφυρα,192,193,255,268,253,264,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΑΙΓΙΝΙΟΥ,Αιγινίου,Μεγάλη Γέφυρα,η,η,40.53308,22.52575,,True,0.0
1458,1121103010201,Καταχάς,524,519,603,716,604,660,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΑΙΓΙΝΙΟΥ,Καταχά,Καταχάς,ο,ο,40.46693,22.54204,,False,0.0
1459,1121103020101,Κολινδρός,2822,2817,3382,3629,3263,3732,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΚΟΛΙΝΔΡΟΥ,Κολινδρού,Κολινδρός,ο,ο,40.47888,22.48319,,True,0.0
1460,1121103020102,Παλιάμπελα,210,210,245,266,242,294,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΚΟΛΙΝΔΡΟΥ,Κολινδρού,Παλιάμπελα,τα,τα,40.511,22.50339,,True,0.0
1461,1121103020201,Καστανέα,249,249,402,423,376,393,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΚΟΛΙΝΔΡΟΥ,Καστανέας,Καστανέα,η,η,,,,False,1.0
1462,1121103020301,Λιβάδι,235,247,273,307,237,243,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΚΟΛΙΝΔΡΟΥ,Λιβαδίου,Λιβάδιον,το,το,40.50038,22.43883,,False,0.0
1463,1121103020401,Ρυάκια,367,392,577,598,527,583,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΚΟΛΙΝΔΡΟΥ,Ρυακίων,Ρυάκια,τα,τα,40.40086,22.39309,,False,1.0
1464,1121103030101,Μακρύγιαλος,1681,1659,1745,1851,1298,1485,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΜΕΘΩΝΗΣ,Μακρυγιάλου,Μακρύγιαλος,ο,ο,40.41551,22.60392,,False,0.0
1465,1121103030102,Αρχαία Πύδνα,25,25,21,21,5,19,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΜΕΘΩΝΗΣ,Μακρυγιάλου,Αρχαία Πύδνα,η,η,,,,False,0.0
1466,1121103030201,Μεθώνη,699,702,824,996,914,1059,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΜΕΘΩΝΗΣ,Μεθώνης,Μεθώνη,η,η,40.4474,22.59004,,False,0.0
1467,1121103030202,Αγιάννης,42,47,27,26,1,1,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΜΕΘΩΝΗΣ,Μεθώνης,Αγιάννης,ο,ο,40.42576,22.60424,,False,0.0
1468,1121103030301,Νέα Αγαθούπολιδα,267,266,367,421,314,467,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΜΕΘΩΝΗΣ,Νέας Αγαθουπόλεως,Νέα Αγαθούπολις,η,η,,,,False,0.0
1469,1121103030401,Παλαιό Ελευθεροχώρι,455,457,553,631,645,686,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΜΕΘΩΝΗΣ,Παλαιού Ελευθεροχωρίου,Παλαιόν Ελευθεροχώριον,το,το,40.43711,22.5753,,False,0.0
1470,1121103040101,Κίτρος,1172,1185,1418,1506,1469,1789,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΥΔΝΑΣ,Πύδνας,Κίτρος,το,το,40.37399,22.57862,,False,0.0
1471,1121103040102,Αλυκή,34,33,49,50,30,40,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΥΔΝΑΣ,Πύδνας,Αλυκή,η,η,,,,False,0.0
1472,1121103040201,Αλώνια,641,646,643,700,696,976,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΥΔΝΑΣ,Αλωνίων,Αλώνια,τα,τα,40.39386,22.54021,,False,0.0
1473,1121103040301,Παλαιόστανη,444,444,511,546,581,612,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΥΔΝΑΣ,Παλαιοστάνης,Παλαιόστανη,η,η,,,,False,1.0
1474,1121103040302,Μικρή Μηλιά,32,32,42,43,52,52,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΥΔΝΑΣ,Παλαιοστάνης,Μικρή Μηλιά,η,η,40.41318,22.44627,,False,1.0
1475,1121103040401,Σφενδάμι,935,942,1067,1167,1183,1209,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,ΠΥΔΝΑΣ,Σφενδαμίου,Σφενδάμιο,το,το,40.41307,22.54677,,False,0.0
1476,1121201010101,Σέρρες,58287,57878,55996,54266,51640,50017,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Σερρών,Σέρραι,αι,οι,,,,True,0.0
1477,1121201010102,Άγιος Ιωάννης,723,719,0,0,0,0,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Σερρών,Άγιος Ιωάννης,ο,ο,41.09973,23.58022,,True,0.0
1478,1121201010103,Κάτω Μετόχι,197,188,179,175,151,149,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Σερρών,Κάτω Μετόχιον,το,το,41.12584,23.52399,,True,0.0
1479,1121201010104,Κρίνος,31,28,49,48,49,52,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Σερρών,Κρίνος,ο,ο,41.05188,23.5554,,True,0.0
1480,1121201010105,Ξηρότοπος,138,147,176,177,177,172,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Σερρών,Ξηρότοπος,ο,ο,41.19451,23.54585,,True,0.0
1481,1121201010201,Ελαιών,338,337,303,300,274,310,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Ελαιώνος,Ελαιών,ο,ο,41.14082,23.58209,,False,2.0
1482,1121201010202,Μαρμαράς,14,13,38,42,10,44,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Ελαιώνος,Μαρμαράς,ο,ο,41.15907,23.61185,,False,2.0
1483,1121201010203,Μονή Τιμίου Προδρόμου Σερρών,41,40,29,29,23,24,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Ελαιώνος,Μονή Τιμίου Προδρόμου Σερρών,η,η,,,,False,2.0
1484,1121201010204,Χρυσοπηγή,27,27,4,4,0,5,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Ελαιώνος,Χρυσοπηγή,η,η,41.16712,23.56001,,False,2.0
1485,1121201010301,Επτάμυλοι,712,704,509,517,335,340,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Επταμύλων,Επτάμυλοι,οι,οι,41.10063,23.59144,,False,0.0
1486,1121201010401,Οινούσσα,517,519,519,524,466,487,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Οινούσσας,Οινούσσα,η,η,41.10237,23.62576,,False,2.0
1487,1121201010402,Χιοοχώρι,0,42,65,63,4,82,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,Οινούσσας,Χιονοχώριον,το,το,,,,False,2.0
1488,1121201020101,Άνω Βροντού,199,196,406,452,383,408,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΑΝΩ ΒΡΟΝΤΟΥΣ,Άνω Βροντούς,Άνω Βροντού,η,η,41.29464,23.68694,,False,2.0
1489,1121201030101,Προβατάς,1099,1097,1277,1344,1470,1525,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΚΑΠΕΤΑΝ ΜΗΤΡΟΥΣΙΟΥ,Προβατά,Προβατάς,ο,ο,41.06825,23.3903,,False,0.0
1490,1121201030201,Αναγέννησιδα,752,765,930,990,898,976,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΚΑΠΕΤΑΝ ΜΗΤΡΟΥΣΙΟΥ,Αναγεννήσεως,Αναγέννησις,η,η,,,,False,0.0
1491,1121201030301,Άνω Καμήλα,682,684,725,746,730,792,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΚΑΠΕΤΑΝ ΜΗΤΡΟΥΣΙΟΥ,Άνω Καμήλας,Άνω Καμήλα,η,η,41.05695,23.42391,,False,0.0
1492,1121201030401,Βαμβακιά,530,529,629,700,760,782,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,ΚΑΠΕΤΑΝ ΜΗΤΡΟΥΣΙΟΥ,Βαμβακιάς,Βαμβακιά,η,η,41.08394,23.34608,,False,0.0
